"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"235018557020004",2008,4,3904,2008,"West Coast                              ","Lobore","Lobaria                                 ",3,1,"oregana                                 ",113,"",2014-02-05,"20004","",,""
"235018558020004",2008,4,3905,2008,"West Coast                              ","Lobpul","Lobaria                                 ",3,1,"pulmonaria                              ",113,"",2014-02-05,"20004","",,""
"235018559020004",2008,4,3909,2008,"West Coast                              ","Lobscr","Lobaria                                 ",5,2,"scrobiculata                            ",113,"",2014-02-05,"20004","",,""
"235018560020004",2008,4,4004,2008,"West Coast                              ","Melexl","Melanohalea                             ",6,2,"exasperatula                            ",113,"",2014-02-05,"20004","",,""
"235018561020004",2008,4,4010,2008,"West Coast                              ","Melmul","Melanohalea                             ",6,2,"multispora                              ",113,"",2014-02-05,"20004","",,""
"235018562020004",2008,4,4802,2008,"West Coast                              ","Parhyg","Parmelia                                ",3,1,"hygrophila                              ",113,"",2014-02-05,"20004","",,""
"235018563020004",2008,4,4806,2008,"West Coast                              ","Parsul","Parmelia                                ",10,3,"sulcata                                 ",113,"",2014-02-05,"20004","",,""
"43859913020004",2004,3,8000,2004,"Interior West                           ","Usn   ","Usnea                                   ",6,1,"",251,"",2012-06-19,"20004","",,""
"43859914020004",2004,3,8007,2004,"Interior West                           ","Usnari","Usnea                                   ",3,0,"arizonica                               ",251,"",2012-06-19,"20004","",,""
"43859915020004",2004,3,8013,2004,"Interior West                           ","Usncav","Usnea                                   ",11,1,"cavernosa                               ",251,"",2012-06-19,"20004","",,""
"43859916020004",2004,3,8029,2004,"Interior West                           ","Usnfil","Usnea                                   ",16,3,"filipendula                             ",251,"",2012-06-19,"20004","",,""
"43859917020004",2004,3,8041,2004,"Interior West                           ","Usnhir","Usnea                                   ",68,11,"hirta                                   ",251,"",2012-06-19,"20004","",,""
"235018564020004",2008,4,5202,2008,"West Coast                              ","Pophyp","Parmeliopsis                            ",3,1,"hyperopta                               ",113,"",2014-02-05,"20004","",,""
"235018248020004",2006,4,1240,2006,"West Coast                              ","Clatra","Cladonia                                ",38,11,"transcendens                            ",156,"",2014-02-05,"20004","",,""
"235018249020004",2006,4,1241,2006,"West Coast                              ","Claumb","Cladonia                                ",34,8,"umbricola                               ",156,"",2014-02-05,"20004","",,""
"235018250020004",2006,4,1244,2006,"West Coast                              ","Clafur","Cladonia                                ",3,1,"furcata                                 ",156,"",2014-02-05,"20004","",,""
"235018100020004",2004,4,5510,2004,"West Coast                              ","Pelpac","Peltigera                               ",3,0,"pacifica                                ",234,"",2014-02-05,"20004","",,""
"235018101020004",2004,4,5517,2004,"West Coast                              ","Pelsca","Peltigera                               ",3,0,"scabrosa                                ",234,"",2014-02-05,"20004","",,""
"235018102020004",2004,4,6101,2004,"West Coast                              ","Plagla","Platismatia                             ",30,4,"glauca                                  ",234,"",2014-02-05,"20004","",,""
"235018103020004",2004,4,6102,2004,"West Coast                              ","Plaher","Platismatia                             ",8,2,"herrei                                  ",234,"",2014-02-05,"20004","",,""
"235018104020004",2004,4,6103,2004,"West Coast                              ","Plalac","Platismatia                             ",9,1,"lacunosa                                ",234,"",2014-02-05,"20004","",,""
"235018105020004",2004,4,6104,2004,"West Coast                              ","Planor","Platismatia                             ",19,3,"norvegica                               ",234,"",2014-02-05,"20004","",,""
"235018106020004",2004,4,6203,2004,"West Coast                              ","Polcon","Polychidium                             ",9,1,"contortum                               ",234,"",2014-02-05,"20004","",,""
"235018107020004",2004,4,6401,2004,"West Coast                              ","Pcyano","Pseudocyphellaria                       ",4,1,"anomala                                 ",234,"",2014-02-05,"20004","",,""
"235018108020004",2004,4,6408,2004,"West Coast                              ","Pcyper","Pseudocyphellaria                       ",4,1,"perpetua                                ",234,"",2014-02-05,"20004","",,""
"235018109020004",2004,4,6910,2004,"West Coast                              ","Ramdil","Ramalina                                ",8,1,"dilacerata                              ",234,"",2014-02-05,"20004","",,""
"235018110020004",2004,4,6912,2004,"West Coast                              ","Ramfar","Ramalina                                ",5,1,"farinacea                               ",234,"",2014-02-05,"20004","",,""
"235018092020004",2004,4,4552,2004,"West Coast                              ","Nodore","Nodobryoria                             ",1,0,"oregana                                 ",234,"",2014-02-05,"20004","",,""
"235018093020004",2004,4,4802,2004,"West Coast                              ","Parhyg","Parmelia                                ",10,2,"hygrophila                              ",234,"",2014-02-05,"20004","",,""
"235018094020004",2004,4,4803,2004,"West Coast                              ","Parpse","Parmelia                                ",6,1,"pseudosulcata                           ",234,"",2014-02-05,"20004","",,""
"235018095020004",2004,4,4806,2004,"West Coast                              ","Parsul","Parmelia                                ",18,3,"sulcata                                 ",234,"",2014-02-05,"20004","",,""
"235018096020004",2004,4,5202,2004,"West Coast                              ","Pophyp","Parmeliopsis                            ",17,3,"hyperopta                               ",234,"",2014-02-05,"20004","",,""
"235018111020004",2004,4,6929,2004,"West Coast                              ","Ramroe","Ramalina                                ",6,1,"roesleri                                ",234,"",2014-02-05,"20004","",,""
"235018112020004",2004,4,7402,2004,"West Coast                              ","Sphglo","Sphaerophorus                           ",31,5,"globosus                                ",234,"",2014-02-05,"20004","",,""
"235018113020004",2004,4,7502,2004,"West Coast                              ","Stiful","Sticta                                  ",6,1,"fuliginosa                              ",234,"",2014-02-05,"20004","",,""
"235018114020004",2004,4,8044,2004,"West Coast                              ","Usnlap","Usnea                                   ",4,1,"lapponica                               ",234,"",2014-02-05,"20004","",,""
"235018097020004",2004,4,5502,2004,"West Coast                              ","Pelbri","Peltigera                               ",9,1,"britannica                              ",234,"",2014-02-05,"20004","",,""
"235018164020004",2005,4,3904,2005,"West Coast                              ","Lobore","Lobaria                                 ",26,4,"oregana                                 ",244,"",2014-02-05,"20004","",,""
"235018165020004",2005,4,3905,2005,"West Coast                              ","Lobpul","Lobaria                                 ",2,0,"pulmonaria                              ",244,"",2014-02-05,"20004","",,""
"235018166020004",2005,4,3909,2005,"West Coast                              ","Lobscr","Lobaria                                 ",2,0,"scrobiculata                            ",244,"",2014-02-05,"20004","",,""
"235018167020004",2005,4,4010,2005,"West Coast                              ","Melmul","Melanohalea                             ",6,1,"multispora                              ",244,"",2014-02-05,"20004","",,""
"235018168020004",2005,4,4402,2005,"West Coast                              ","Nepbel","Nephroma                                ",15,2,"bellum                                  ",244,"",2014-02-05,"20004","",,""
"235018169020004",2005,4,4403,2005,"West Coast                              ","Nephel","Nephroma                                ",4,1,"helveticum                              ",244,"",2014-02-05,"20004","",,""
"235018170020004",2005,4,4407,2005,"West Coast                              ","Neppar","Nephroma                                ",3,0,"parile                                  ",244,"",2014-02-05,"20004","",,""
"235018171020004",2005,4,4409,2005,"West Coast                              ","Neparc","Nephroma                                ",3,0,"arcticum                                ",244,"",2014-02-05,"20004","",,""
"235018251020004",2006,4,1248,2006,"West Coast                              ","Claver","Cladonia                                ",19,4,"verruculosa                             ",156,"",2014-02-05,"20004","",,""
"235018172020004",2005,4,4802,2005,"West Coast                              ","Parhyg","Parmelia                                ",9,1,"hygrophila                              ",244,"",2014-02-05,"20004","",,""
"235018173020004",2005,4,4803,2005,"West Coast                              ","Parpse","Parmelia                                ",18,2,"pseudosulcata                           ",244,"",2014-02-05,"20004","",,""
"235018174020004",2005,4,4806,2005,"West Coast                              ","Parsul","Parmelia                                ",12,2,"sulcata                                 ",244,"",2014-02-05,"20004","",,""
"235018175020004",2005,4,5202,2005,"West Coast                              ","Pophyp","Parmeliopsis                            ",30,5,"hyperopta                               ",244,"",2014-02-05,"20004","",,""
"235018176020004",2005,4,5502,2005,"West Coast                              ","Pelbri","Peltigera                               ",24,4,"britannica                              ",244,"",2014-02-05,"20004","",,""
"235018177020004",2005,4,5503,2005,"West Coast                              ","Pelcol","Peltigera                               ",6,1,"collina                                 ",244,"",2014-02-05,"20004","",,""
"235018178020004",2005,4,5507,2005,"West Coast                              ","Pelmem","Peltigera                               ",8,1,"membranacea                             ",244,"",2014-02-05,"20004","",,""
"235018179020004",2005,4,5509,2005,"West Coast                              ","Pelneo","Peltigera                               ",23,3,"neopolydactyla                          ",244,"",2014-02-05,"20004","",,""
"235018180020004",2005,4,6101,2005,"West Coast                              ","Plagla","Platismatia                             ",41,6,"glauca                                  ",244,"",2014-02-05,"20004","",,""
"235018181020004",2005,4,6102,2005,"West Coast                              ","Plaher","Platismatia                             ",21,4,"herrei                                  ",244,"",2014-02-05,"20004","",,""
"235018182020004",2005,4,6103,2005,"West Coast                              ","Plalac","Platismatia                             ",6,1,"lacunosa                                ",244,"",2014-02-05,"20004","",,""
"235018183020004",2005,4,6104,2005,"West Coast                              ","Planor","Platismatia                             ",33,5,"norvegica                               ",244,"",2014-02-05,"20004","",,""
"235018184020004",2005,4,6910,2005,"West Coast                              ","Ramdil","Ramalina                                ",3,0,"dilacerata                              ",244,"",2014-02-05,"20004","",,""
"235018185020004",2005,4,6912,2005,"West Coast                              ","Ramfar","Ramalina                                ",9,1,"farinacea                               ",244,"",2014-02-05,"20004","",,""
"235018186020004",2005,4,6929,2005,"West Coast                              ","Ramroe","Ramalina                                ",5,1,"roesleri                                ",244,"",2014-02-05,"20004","",,""
"235018187020004",2005,4,7402,2005,"West Coast                              ","Sphglo","Sphaerophorus                           ",47,7,"globosus                                ",244,"",2014-02-05,"20004","",,""
"235018188020004",2005,4,7502,2005,"West Coast                              ","Stiful","Sticta                                  ",2,0,"fuliginosa                              ",244,"",2014-02-05,"20004","",,""
"235018189020004",2005,4,8019,2005,"West Coast                              ","Usncor","Usnea                                   ",2,0,"cornuta                                 ",244,"",2014-02-05,"20004","",,""
"235018190020004",2005,4,8044,2005,"West Coast                              ","Usnlap","Usnea                                   ",3,0,"lapponica                               ",244,"",2014-02-05,"20004","",,""
"235018191020004",2005,4,8046,2005,"West Coast                              ","Usnlon","Usnea                                   ",5,1,"longissima                              ",244,"",2014-02-05,"20004","",,""
"235018192020004",2005,4,8152,2005,"West Coast                              ","Vulpin","Vulpicida                               ",2,0,"pinastri                                ",244,"",2014-02-05,"20004","",,""
"235018193020004",2005,4,8201,2005,"West Coast                              ","Xancan","Xanthoria                               ",3,0,"candelaria                              ",244,"",2014-02-05,"20004","",,""
"235018163020004",2005,4,3903,2005,"West Coast                              ","Loblin","Lobaria                                 ",35,5,"linita                                  ",244,"",2014-02-05,"20004","",,""
"235018130020004",2005,4,202,2005,"West Coast                              ","Aleims","Alectoria                               ",3,0,"imshaugii                               ",244,"",2014-02-05,"20004","",,""
"235018131020004",2005,4,205,2005,"West Coast                              ","Alesar","Alectoria                               ",44,6,"sarmentosa                              ",244,"",2014-02-05,"20004","",,""
"235018132020004",2005,4,501,2005,"West Coast                              ","Brcpse","Bryocaulon                              ",3,0,"pseudosatoanum                          ",244,"",2014-02-05,"20004","",,""
"235018133020004",2005,4,602,2005,"West Coast                              ","Brybic","Bryoria                                 ",6,1,"bicolor                                 ",244,"",2014-02-05,"20004","",,""
"235018134020004",2005,4,603,2005,"West Coast                              ","Brycap","Bryoria                                 ",3,0,"capillaris                              ",244,"",2014-02-05,"20004","",,""
"235018135020004",2005,4,605,2005,"West Coast                              ","Brycer","Bryoria                                 ",2,0,"cervinula                               ",244,"",2014-02-05,"20004","",,""
"235018136020004",2005,4,610,2005,"West Coast                              ","Bryfus","Bryoria                                 ",2,0,"fuscescens                              ",244,"",2014-02-05,"20004","",,""
"235018137020004",2005,4,611,2005,"West Coast                              ","Brygla","Bryoria                                 ",17,2,"glabra                                  ",244,"",2014-02-05,"20004","",,""
"235018138020004",2005,4,618,2005,"West Coast                              ","Brypse","Bryoria                                 ",3,0,"pseudofuscescens                        ",244,"",2014-02-05,"20004","",,""
"235018139020004",2005,4,625,2005,"West Coast                              ","Brytri","Bryoria                                 ",23,3,"trichodes                               ",244,"",2014-02-05,"20004","",,""
"235018140020004",2005,4,901,2005,"West Coast                              ","Cavhul","Cavernularia                            ",11,2,"hultenii                                ",244,"",2014-02-05,"20004","",,""
"235018141020004",2005,4,902,2005,"West Coast                              ","Cavlop","Cavernularia                            ",1,0,"lophyrea                                ",244,"",2014-02-05,"20004","",,""
"235018142020004",2005,4,1005,2005,"West Coast                              ","Cetchl","Cetraria                                ",15,2,"chlorophylla                            ",244,"",2014-02-05,"20004","",,""
"235018143020004",2005,4,1208,2005,"West Coast                              ","Clacar","Cladonia                                ",10,2,"carneola                                ",244,"",2014-02-05,"20004","",,""
"235018144020004",2005,4,1209,2005,"West Coast                              ","Clacen","Cladonia                                ",3,0,"cenotea                                 ",244,"",2014-02-05,"20004","",,""
"235018145020004",2005,4,1210,2005,"West Coast                              ","Clachl","Cladonia                                ",7,1,"chlorophaea                             ",244,"",2014-02-05,"20004","",,""
"235018146020004",2005,4,1211,2005,"West Coast                              ","Clacon","Cladonia                                ",6,1,"coniocraea                              ",244,"",2014-02-05,"20004","",,""
"235018147020004",2005,4,1228,2005,"West Coast                              ","Claoch","Cladonia                                ",21,3,"ochrochlora                             ",244,"",2014-02-05,"20004","",,""
"43859918020004",2004,3,8044,2004,"Interior West                           ","Usnlap","Usnea                                   ",126,20,"lapponica                               ",251,"",2012-06-19,"20004","",,""
"43859919020004",2004,3,8065,2004,"Interior West                           ","Usnsca","Usnea                                   ",5,1,"scabrata                                ",251,"",2012-06-19,"20004","",,""
"43859920020004",2004,3,8077,2004,"Interior West                           ","Usnsst","Usnea                                   ",14,2,"substerilis                             ",251,"",2012-06-19,"20004","",,""
"43859921020004",2004,3,8151,2004,"Interior West                           ","Vulcan","Vulpicida                               ",20,3,"canadensis                              ",251,"",2012-06-19,"20004","",,""
"43859922020004",2004,3,8152,2004,"Interior West                           ","Vulpin","Vulpicida                               ",5,1,"pinastri                                ",251,"",2012-06-19,"20004","",,""
"43859923020004",2004,3,8200,2004,"Interior West                           ","Xan   ","Xanthoria                               ",3,0,"",251,"",2012-06-19,"20004","",,""
"43859924020004",2004,3,8201,2004,"Interior West                           ","Xancan","Xanthoria                               ",3,0,"candelaria                              ",251,"",2012-06-19,"20004","",,""
"43859925020004",2004,3,8203,2004,"Interior West                           ","Xanfal","Xanthomendoza                           ",108,18,"fallax                                  ",251,"",2012-06-19,"20004","",,""
"43859926020004",2004,3,8204,2004,"Interior West                           ","Xanhas","Xanthomendoza                           ",12,2,"hasseana                                ",251,"",2012-06-19,"20004","",,""
"43859927020004",2004,3,8207,2004,"Interior West                           ","Xanpol","Xanthoria                               ",24,4,"polycarpa                               ",251,"",2012-06-19,"20004","",,""
"43859928020004",2004,3,8210,2004,"Interior West                           ","Xanful","Xanthomendoza                           ",28,4,"fulva                                   ",251,"",2012-06-19,"20004","",,""
"43859929020004",2004,3,8214,2004,"Interior West                           ","Xanmon","Xanthomendoza                           ",120,18,"montana                                 ",251,"",2012-06-19,"20004","",,""
"43859930020004",2004,3,8218,2004,"Interior West                           ","Xanulo","Xanthomendoza                           ",4,1,"ulophyllodes                            ",251,"",2012-06-19,"20004","",,""
"43859931020004",2004,3,8219,2004,"Interior West                           ","Xangal","Xanthomendoza                           ",33,5,"galericulata                            ",251,"",2012-06-19,"20004","",,""
"43859932020004",2004,3,8301,2004,"Interior West                           ","Cndcon","Candelaria                              ",6,1,"concolor                                ",251,"",2012-06-19,"20004","",,""
"43859933020004",2004,3,8303,2004,"Interior West                           ","Cndpac","Candelaria                              ",28,4,"pacifica                                ",251,"",2012-06-19,"20004","",,""
"43859934020004",2004,3,9001,2004,"Interior West                           ","Xpmcum","Xanthoparmelia                          ",5,1,"cumberlandia                            ",251,"",2012-06-19,"20004","",,""
"43859935020004",2004,3,9003,2004,"Interior West                           ","Xpmcol","Xanthoparmelia                          ",1,0,"coloradensis                            ",251,"",2012-06-19,"20004","",,""
"43859936020004",2004,3,9004,2004,"Interior West                           ","Xpmpli","Xanthoparmelia                          ",7,1,"plittii                                 ",251,"",2012-06-19,"20004","",,""
"43859625020004",2005,3,4806,2005,"Interior West                           ","Parsul","Parmelia                                ",61,9,"sulcata                                 ",265,"",2012-06-19,"20004","",,""
"43859626020004",2005,3,5201,2005,"Interior West                           ","Popamb","Parmeliopsis                            ",89,12,"ambigua                                 ",265,"",2012-06-19,"20004","",,""
"43859627020004",2005,3,5202,2005,"Interior West                           ","Pophyp","Parmeliopsis                            ",47,7,"hyperopta                               ",265,"",2012-06-19,"20004","",,""
"43859628020004",2005,3,5603,2005,"Interior West                           ","Phacil","Phaeophyscia                            ",7,1,"ciliata                                 ",265,"",2012-06-19,"20004","",,""
"43859629020004",2005,3,5605,2005,"Interior West                           ","Phahir","Phaeophyscia                            ",88,12,"hirsuta                                 ",265,"",2012-06-19,"20004","",,""
"43859630020004",2005,3,5700,2005,"Interior West                           ","Phy   ","Physcia                                 ",6,1,"",265,"",2012-06-19,"20004","",,""
"43859631020004",2005,3,5701,2005,"Interior West                           ","Phyads","Physcia                                 ",67,9,"adscendens                              ",265,"",2012-06-19,"20004","",,""
"43859632020004",2005,3,5702,2005,"Interior West                           ","Phyaip","Physcia                                 ",16,2,"aipolia                                 ",265,"",2012-06-19,"20004","",,""
"43859633020004",2005,3,5705,2005,"Interior West                           ","Phybiz","Physcia                                 ",70,9,"biziana                                 ",265,"",2012-06-19,"20004","",,""
"43859634020004",2005,3,5710,2005,"Interior West                           ","Phydim","Physcia                                 ",137,23,"dimidiata                               ",265,"",2012-06-19,"20004","",,""
"43859635020004",2005,3,5711,2005,"Interior West                           ","Phydub","Physcia                                 ",5,1,"dubia                                   ",265,"",2012-06-19,"20004","",,""
"43859636020004",2005,3,5723,2005,"Interior West                           ","Physte","Physcia                                 ",27,4,"stellaris                               ",265,"",2012-06-19,"20004","",,""
"43859637020004",2005,3,5801,2005,"Interior West                           ","Pclchl","Physciella                              ",12,2,"chloantha                               ",265,"",2012-06-19,"20004","",,""
"43859638020004",2005,3,5903,2005,"Interior West                           ","Phoent","Physconia                               ",4,1,"enteroxantha                            ",265,"",2012-06-19,"20004","",,""
"43859639020004",2005,3,5909,2005,"Interior West                           ","Phoele","Physconia                               ",4,0,"elegantula                              ",265,"",2012-06-19,"20004","",,""
"43859640020004",2005,3,6101,2005,"Interior West                           ","Plagla","Platismatia                             ",53,7,"glauca                                  ",265,"",2012-06-19,"20004","",,""
"43859641020004",2005,3,6303,2005,"Interior West                           ","Pevint","Pseudevernia                            ",3,0,"intensa                                 ",265,"",2012-06-19,"20004","",,""
"43859642020004",2005,3,6910,2005,"Interior West                           ","Ramdil","Ramalina                                ",3,0,"dilacerata                              ",265,"",2012-06-19,"20004","",,""
"43859643020004",2005,3,6912,2005,"Interior West                           ","Ramfar","Ramalina                                ",4,1,"farinacea                               ",265,"",2012-06-19,"20004","",,""
"43859644020004",2005,3,6930,2005,"Interior West                           ","Ramsin","Ramalina                                ",2,0,"sinensis                                ",265,"",2012-06-19,"20004","",,""
"43859645020004",2005,3,6937,2005,"Interior West                           ","Ramthr","Ramalina                                ",3,0,"thrausta                                ",265,"",2012-06-19,"20004","",,""
"43859646020004",2005,3,8013,2005,"Interior West                           ","Usncav","Usnea                                   ",4,0,"cavernosa                               ",265,"",2012-06-19,"20004","",,""
"43859647020004",2005,3,8019,2005,"Interior West                           ","Usncor","Usnea                                   ",4,0,"cornuta                                 ",265,"",2012-06-19,"20004","",,""
"43859648020004",2005,3,8036,2005,"Interior West                           ","Usngla","Usnea                                   ",3,0,"glabrata                                ",265,"",2012-06-19,"20004","",,""
"43859649020004",2005,3,8041,2005,"Interior West                           ","Usnhir","Usnea                                   ",39,6,"hirta                                   ",265,"",2012-06-19,"20004","",,""
"43859650020004",2005,3,8044,2005,"Interior West                           ","Usnlap","Usnea                                   ",37,6,"lapponica                               ",265,"",2012-06-19,"20004","",,""
"43859651020004",2005,3,8065,2005,"Interior West                           ","Usnsca","Usnea                                   ",13,2,"scabrata                                ",265,"",2012-06-19,"20004","",,""
"43859652020004",2005,3,8077,2005,"Interior West                           ","Usnsst","Usnea                                   ",11,2,"substerilis                             ",265,"",2012-06-19,"20004","",,""
"43859653020004",2005,3,8151,2005,"Interior West                           ","Vulcan","Vulpicida                               ",7,1,"canadensis                              ",265,"",2012-06-19,"20004","",,""
"43859654020004",2005,3,8170,2005,"Interior West                           ","Xam   ","Xanthomendoza                           ",3,1,"",265,"",2012-06-19,"20004","",,""
"43859655020004",2005,3,8203,2005,"Interior West                           ","Xanfal","Xanthomendoza                           ",99,15,"fallax                                  ",265,"",2012-06-19,"20004","",,""
"43859656020004",2005,3,8204,2005,"Interior West                           ","Xanhas","Xanthomendoza                           ",9,1,"hasseana                                ",265,"",2012-06-19,"20004","",,""
"43859657020004",2005,3,8207,2005,"Interior West                           ","Xanpol","Xanthoria                               ",21,3,"polycarpa                               ",265,"",2012-06-19,"20004","",,""
"43859658020004",2005,3,8210,2005,"Interior West                           ","Xanful","Xanthomendoza                           ",12,2,"fulva                                   ",265,"",2012-06-19,"20004","",,""
"43859659020004",2005,3,8214,2005,"Interior West                           ","Xanmon","Xanthomendoza                           ",134,18,"montana                                 ",265,"",2012-06-19,"20004","",,""
"43859660020004",2005,3,8218,2005,"Interior West                           ","Xanulo","Xanthomendoza                           ",2,0,"ulophyllodes                            ",265,"",2012-06-19,"20004","",,""
"43859661020004",2005,3,8219,2005,"Interior West                           ","Xangal","Xanthomendoza                           ",127,18,"galericulata                            ",265,"",2012-06-19,"20004","",,""
"43859662020004",2005,3,8301,2005,"Interior West                           ","Cndcon","Candelaria                              ",16,2,"concolor                                ",265,"",2012-06-19,"20004","",,""
"43859663020004",2005,3,8303,2005,"Interior West                           ","Cndpac","Candelaria                              ",39,6,"pacifica                                ",265,"",2012-06-19,"20004","",,""
"43859664020004",2005,3,8501,2005,"Interior West                           ","Rhichr","Rhizoplaca                              ",5,1,"chrysoleuca                             ",265,"",2012-06-19,"20004","",,""
"43859665020004",2005,3,9007,2005,"Interior West                           ","Xpmcon","Xanthoparmelia                          ",1,0,"conspersa                               ",265,"",2012-06-19,"20004","",,""
"43859666020004",2005,3,9008,2005,"Interior West                           ","Xpmmex","Xanthoparmelia                          ",3,1,"mexicana                                ",265,"",2012-06-19,"20004","",,""
"43859568020004",2005,3,101,2005,"Interior West                           ","Ahtsph","Ahtiana                                 ",3,0,"sphaerosporella                         ",265,"",2012-06-19,"20004","",,""
"43859569020004",2005,3,202,2005,"Interior West                           ","Aleims","Alectoria                               ",15,2,"imshaugii                               ",265,"",2012-06-19,"20004","",,""
"43859570020004",2005,3,205,2005,"Interior West                           ","Alesar","Alectoria                               ",48,6,"sarmentosa                              ",265,"",2012-06-19,"20004","",,""
"43859571020004",2005,3,600,2005,"Interior West                           ","Bry   ","Bryoria                                 ",1,0,"",265,"",2012-06-19,"20004","",,""
"43859572020004",2005,3,603,2005,"Interior West                           ","Brycap","Bryoria                                 ",33,4,"capillaris                              ",265,"",2012-06-19,"20004","",,""
"43859573020004",2005,3,607,2005,"Interior West                           ","Bryfre","Bryoria                                 ",27,3,"fremontii                               ",265,"",2012-06-19,"20004","",,""
"43859574020004",2005,3,610,2005,"Interior West                           ","Bryfus","Bryoria                                 ",100,14,"fuscescens                              ",265,"",2012-06-19,"20004","",,""
"43859575020004",2005,3,618,2005,"Interior West                           ","Brypse","Bryoria                                 ",21,3,"pseudofuscescens                        ",265,"",2012-06-19,"20004","",,""
"43859576020004",2005,3,620,2005,"Interior West                           ","Brysim","Bryoria                                 ",3,0,"simplicior                              ",265,"",2012-06-19,"20004","",,""
"43859577020004",2005,3,1005,2005,"Interior West                           ","Cetchl","Cetraria                                ",43,6,"chlorophylla                            ",265,"",2012-06-19,"20004","",,""
"43859578020004",2005,3,1008,2005,"Interior West                           ","Cetfen","Tuckermanella                           ",16,2,"fendleri                                ",265,"",2012-06-19,"20004","",,""
"43859579020004",2005,3,1011,2005,"Interior West                           ","Cetmer","Cetraria                                ",8,2,"merrillii                               ",265,"",2012-06-19,"20004","",,""
"43859580020004",2005,3,1013,2005,"Interior West                           ","Cetorb","Cetraria                                ",51,7,"orbata                                  ",265,"",2012-06-19,"20004","",,""
"43859581020004",2005,3,1014,2005,"Interior West                           ","Cetpal","Cetraria                                ",3,0,"pallidula                               ",265,"",2012-06-19,"20004","",,""
"175531102010661",2000,6,6700,2000,"Mid-Atlantic                            ","Pun   ","Punctelia                               ",1,3,"",36,"",2009-01-12,"10661","",,""
"175531302010661",2001,6,2601,2001,"Mid-Atlantic                            ","Flacap","Flavoparmelia                           ",81,52,"caperata                                ",58,"",2009-01-12,"10661","",,""
"175531303010661",2001,6,2603,2001,"Mid-Atlantic                            ","Flabal","Flavoparmelia                           ",3,2,"baltimorensis                           ",58,"",2009-01-12,"10661","",,""
"175531306010661",2001,6,3000,2001,"Mid-Atlantic                            ","Hce   ","Hypocenomyce                            ",3,2,"",58,"",2009-01-12,"10661","",,""
"175531309010661",2001,6,3208,2001,"Mid-Atlantic                            ","Htrliv","Hypotrachyna                            ",3,2,"livida                                  ",58,"",2009-01-12,"10661","",,""
"175531321010661",2001,6,4805,2001,"Mid-Atlantic                            ","Parsqu","Parmelia                                ",8,5,"squarrosa                               ",58,"",2009-01-12,"10661","",,""
"175531325010661",2001,6,5301,2001,"Mid-Atlantic                            ","Pmoarn","Parmotrema                              ",3,2,"arnoldii                                ",58,"",2009-01-12,"10661","",,""
"175531338010661",2001,6,5801,2001,"Mid-Atlantic                            ","Pclchl","Physciella                              ",2,2,"chloantha                               ",58,"",2009-01-12,"10661","",,""
"175531341010661",2001,6,6700,2001,"Mid-Atlantic                            ","Pun   ","Punctelia                               ",7,7,"",58,"",2009-01-12,"10661","",,""
"175531342010661",2001,6,6705,2001,"Mid-Atlantic                            ","Punmis","Punctelia                               ",3,2,"missouriensis                           ",58,"",2009-01-12,"10661","",,""
"175531344010661",2001,6,6708,2001,"Mid-Atlantic                            ","Punrud","Punctelia                               ",74,50,"rudecta                                 ",58,"",2009-01-12,"10661","",,""
"175531345010661",2001,6,6711,2001,"Mid-Atlantic                            ","Punsub","Punctelia                               ",67,45,"subrudecta                              ",58,"",2009-01-12,"10661","",,""
"175531625010661",2002,6,601,2002,"Mid-Atlantic                            ","Bryabb","Bryoria                                 ",8,5,"abbreviata                              ",63,"",2009-01-12,"10661","",,""
"175531631010661",2002,6,1012,2002,"Mid-Atlantic                            ","Cetoak","Cetraria                                ",17,16,"oakesiana                               ",63,"",2009-01-12,"10661","",,""
"175531639010661",2002,6,1229,2002,"Mid-Atlantic                            ","Clapar","Cladonia                                ",3,2,"parasitica                              ",63,"",2009-01-12,"10661","",,""
"175531643010661",2002,6,2804,2002,"Mid-Atlantic                            ","Hetcas","Heterodermia                            ",3,2,"casarettiana                            ",63,"",2009-01-12,"10661","",,""
"175531665010661",2002,6,5702,2002,"Mid-Atlantic                            ","Phyaip","Physcia                                 ",4,3,"aipolia                                 ",63,"",2009-01-12,"10661","",,""
"175531675010661",2002,6,6809,2002,"Mid-Atlantic                            ","Pyxsub","Pyxine                                  ",8,5,"subcinerea                              ",63,"",2009-01-12,"10661","",,""
"175531986010661",2003,6,1203,2003,"Mid-Atlantic                            ","Clabac","Cladonia                                ",20,12,"bacillaris                              ",65,"",2009-01-12,"10661","",,""
"175531990010661",2003,6,1228,2003,"Mid-Atlantic                            ","Claoch","Cladonia                                ",17,11,"ochrochlora                             ",65,"",2009-01-12,"10661","",,""
"175531998010661",2003,6,3000,2003,"Mid-Atlantic                            ","Hce   ","Hypocenomyce                            ",2,2,"",65,"",2009-01-12,"10661","",,""
"175531999010661",2003,6,3100,2003,"Mid-Atlantic                            ","Hyp   ","Hypogymnia                              ",6,5,"",65,"",2009-01-12,"10661","",,""
