"CN","HABTYPCD","PUB_CD","SCIENTIFIC_NAME","COMMON_NAME","VALID","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"3721884010690","503","201","LIPO","Porter's licorice-root series","Y","",2004-10-19,"10690","",,""
"3721885010690","50301","201","LIPO/LUPA8","Porter's licorice-root/lodgepole lupine","Y","",2004-10-19,"10690","",,""
"3721886010690","50302","201","LIPO/VIAM","Porter's licorice-root/american vetch","Y","",2004-10-19,"10690","",,""
"3721887010690","504","201","PAPU2","Rocky Mountain nailwort","Y","",2004-10-19,"10690","",,""
"3721888010690","50401","201","PAPU2/MIBI9","Rocky Mountain nailwort/mountain stitchwort","Y","",2004-10-19,"10690","",,""
"3721889010690","505","201","SALIX","willow series","Y","",2004-10-19,"10690","",,""
"3721890010690","50501","201","SAAR27/GEROR","arctic willow/Ross' avens","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721891010690","505011","201","SAAR27/GEROR-SIPR","arctic willow/Ross' avens-creeping sibbaldia","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721892010690","505012","201","SAAR27/GEROR-CASC12","arctic willow/Ross' avens-mountain sedge","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721893010690","50502","201","SANI8/GEROR","snow willow/Ross' avens","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721894010690","50503","201","SAAR27/ERME2","arctic willow/blackhead fleabane","Y","",2004-10-19,"10690","",,""
"3721895010690","50504","201","SANI8/VACA13","snow willow/dwarf bilberry","Y","",2004-10-19,"10690","",,""
"3721896010690","50505","201","SAAR27/TRPA5","snow willow/Parry's clover","Y","",2004-10-19,"10690","",,""
"3721897010690","506","201","TRIFO","clover series","Y","",2004-10-19,"10690","",,""
"3721898010690","50601","201","TRDA2/ELSC4","alpine clover/spreading wheatgrass","Y","",2004-10-19,"10690","",,""
"3721899010690","50602","201","TRDA2/CARU","alpine clover/pinegrass","Y","",2004-10-19,"10690","",,""
"3721900010690","WC0913","502","ABCO-PSME/SYAC-????/????","white fir-Douglas-fir/sharpleaf snowberry/thimbleberry","Y","",2004-10-19,"10690","",,""
"3721901010690","50603","201","TRNA2/MIBI9","dwarf clover/mountain stitchwort","Y","",2004-10-19,"10690","",,""
"3721902010690","43701","201","PUAI/TRMA4","Nuttall's alkaligrass/seaside arrowgrass","Y","",2004-10-19,"10690","",,""
"3721903010690","CPPSAM11","502","PIPO/AMPA2-MARE11/ARCO9","ponderosa pine/pale serviceberry-creeping barberry/heartleaf arnica","Y","",2004-10-19,"10690","",,""
"3721904010690","CPPSAM12","502","PIPO/AMPA2-PRUNU","ponderosa pine/pale serviceberry-prunus","Y","",2004-10-19,"10690","",,""
"3721905010690","CPPSAM13","502","PIPO-ABCO-PICO/AMPA2","ponderosa pine-white fir-lodgepole pine/pale serviceberry","Y","",2004-10-19,"10690","",,""
"3721906010690","CPPSAM14","502","PIPO-ABCO-QUVE/AMPA2","ponderosa pine-white fir-black oak/pale serviceberry","Y","",2004-10-19,"10690","",,""
"3721907010690","CPPSAM15","502","PIPO-ABCO/AMPA2-MARE11","ponderosa pine-white fir/pale serviceberry-creeping barberry","Y","",2004-10-19,"10690","",,""
"3721908010690","CPPSAM16","502","PIPO-ABCO/AMPA2-CEVE/BROR2","ponderosa pine-white fir/pale serviceberry-snowbrush ceonothus/Orcutt's brome","Y","",2004-10-19,"10690","",,""
"3721909010690","CPPSBB11","502","PIPO-CADE27/PUTR2/BASA3","ponderosa pine-incense cedar/antelope bitterbrush/arrowleaf balsamroot","Y","",2004-10-19,"10690","",,""
"3721910010690","CPPSBB12","502","PIPO-QUKE/PUTR2/ACOCO","ponderosa pine-California black oak/antelope bitterbrush/western needlegrass","Y","",2004-10-19,"10690","",,""
"3721911010690","CPPSBB13","502","PIPO/CELE3-PUTR2/FEID","ponderosa pine/curl-leaf mountain mahogany-antelope bitterbrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3721912010690","CPPSBB14","502","PIPO/PUTR2-CEVE-ARPA6/BROR2","ponderosa pine/antelope bitterbrush-snowbrush ceanothus-greenleaf manzanita/Orcutt's brome","Y","",2004-10-19,"10690","",,""
"3721913010690","CPPSBB15","502","PIPO/PUTR2-PRUNU/BROR2","ponderosa pine/antelope bitterbrush-prunus/Orcutt's brome","Y","",2004-10-19,"10690","",,""
"3721914010690","CPPSBB16","502","PIPO/PUTR2-PRUNU/PSSPS","ponderosa pine/antelope bitterbrush-prunus/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3721915010690","CPPSBB17","502","PIPO/PUTR2-RICE/BROR2","ponderosa pine/antelope bitterbrush-wax current/Orcutt's brome","Y","",2004-10-19,"10690","",,""
"3721916010690","CPPSBB18","502","PIPO/PUTR2/BASA3","ponderosa pine/antelope bitterbrush/arrowleaf balsamroot","Y","",2004-10-19,"10690","",,""
"3721917010690","CPPSBB19","502","PIPO/PUTR2/FEID","ponderosa pine/antelope bitterbrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3721918010690","CPPSBB20","502","PIPO/PUTR2/ACOCO","ponderosa pine/antelope bitterbrush/western needlegrass (pumice)","Y","",2004-10-19,"10690","",,""
"3721919010690","CPPSBB21","502","PIPO-ABCO/CEVE/ACOCO","ponderosa pine-white fir/snowbrush ceonothus/western needlegrass","Y","",2004-10-19,"10690","",,""
"3721920010690","CPPSBB22","502","PIPO-ABCO/PUTR2-ARPA6/ACOCO","ponderosa pine-white fir/antelope bitterbrush-greenleaf manzanita/western needlegrass","Y","",2004-10-19,"10690","",,""
"3721921010690","CPPSSB11","502","PIPO/ARTRV/FEID","ponderosa pine/mountain big sagebrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3723983010690","10522","204","POTR5/FEAR2","quaking aspen/Arizona fescue","Y","",2004-10-19,"10690","",,""
"3723984010690","202","204","JUOS","Utah juniper series","Y","",2004-10-19,"10690","",,""
"3723985010690","01211","204","PSME/PAMY","Douglas-fir/Oregon boxleaf","Y","",2004-10-19,"10690","",,""
"3723986010690","20210","204","JUOS/SYOR2","Utah juniper/mountain snowberry","Y","",2004-10-19,"10690","",,""
"3723987010690","313","204","QUGA","Gambel oak series","Y","",2004-10-19,"10690","",,""
"3723988010690","CLM411","611","PICO/XETE","lodgepole pine/common beargrass (pumice)","Y","",2004-10-19,"10690","",,""
"3723989010690","CLS111","611","PICO/ARTR2/FEID","lodgepole pine/big sagebrush/Idaho fescue (pumice)","Y","",2004-10-19,"10690","",,""
"3723990010690","CLS112","611","PICO/ARTR2","lodgepole pine/big sagebrush (rhyolite, pumice)","Y","",2004-10-19,"10690","",,""
"3723991010690","CLS211","611","PICO/PUTR2/ACOCO","lodgepole pine/antelope bitterbrush/western needlegrass (pumice)","Y","",2004-10-19,"10690","",,""
"3723992010690","CLS212","611","PICO/PUTR2/CAIN9","lodgepole pine/antelope bitterbrush/long-stolon sedge (pumice)","Y","",2004-10-19,"10690","",,""
"3723993010690","CLS213","611","PICO/PUTR2/2FORB","lodgepole pine/antelope bitterbrush/forb (pumice)","Y","",2004-10-19,"10690","",,""
"3723994010690","CLS214","611","PICO/PUTR2/FEID","lodgepole pine/antelope bitterbrush/Idaho fescue (pumice)","Y","",2004-10-19,"10690","",,""
"3723995010690","CLS215","611","PICO/RICE-PUTR2/ACOCO","lodgepole pine/wax current-antelope bitterbrush/western needlegrass (pumice)","Y","",2004-10-19,"10690","",,""
"3723996010690","CLS216","611","PICO/PUTR2","lodgepole pine/antelope bitterbursh (rhyolite)","Y","",2004-10-19,"10690","",,""
"3723997010690","CLS311","611","PICO/ARNE","lodgepole pine/pinemat manzanita","Y","",2004-10-19,"10690","",,""
"3723998010690","CLS412","611","PICO/VASC","lodgepole pine/grouse whortleberry (pumice)","Y","",2004-10-19,"10690","",,""
"3723999010690","CLS911","611","PICO/CEVE-ARPA6","lodgepole pine/snowbrush ceonothus-greenleaf manzanita (pumice)","Y","",2004-10-19,"10690","",,""
"3724000010690","CPF111","611","PIPO/WYMO","ponderosa pine/woolly mule-ears","Y","",2004-10-19,"10690","",,""
"3724001010690","CPG212","611","PIPO/CAIN9-FEID-LALA3","ponderosa pine/long-stolon sedge-Idaho fescue-Nevada pea","Y","",2004-10-19,"10690","",,""
"3724002010690","CPS111","611","PIPO/PUTR2-ARTR2/FEID","ponderosa pine/antelope bitterbrush-big sagebrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3724003010690","CPS112","611","PIPO/PUTR2-ARTR2/ELELE","ponderosa pine/antelope bitterbrush-big sagebrush/squirreltail (rhyolite)","Y","",2004-10-19,"10690","",,""
"3724004010690","CPS211","611","PIPO/PUTR2/FEID","ponderosa pine/antelope bitterbrush/Idaho fescue (pumice)","Y","",2004-10-19,"10690","",,""
"3724005010690","CPS212","611","PIPO/PUTR2/ACOCO","ponderosa pine/antelope bitterbrush/western needlegrass (pumice)","Y","",2004-10-19,"10690","",,""
"3724006010690","CPS213","611","PIPO/PUTR2-ARPA6/ACOCO","ponderosa pine/antelope bitterbrush-greenleaf manzanita/western needlegrass (pumice)","Y","",2004-10-19,"10690","",,""
"3724007010690","CPS214","611","PIPO/PUTR2-ARPA6/CAIN9","ponderosa pine/antelope bitterbrush-greenleaf manzanita/long-stolon sedge (pumice)","Y","",2004-10-19,"10690","",,""
"3724008010690","CPS215","611","PIPO/PUTR2/CAIN9","ponderosa pine/antelope bitterbrush/long-stolon sedge (pumice)","Y","",2004-10-19,"10690","",,""
"3724009010690","CPS216","611","PIPO/PUTR2/FEID-PSSPS","ponderosa pine/antelope bitterbrush/Idaho fescue-bluebunch wheatgrass (pumice)","Y","",2004-10-19,"10690","",,""
"3724010010690","CPS217","611","PIPO/PUTR2-ARPA6/FEID","ponderosa pine/antelope bitterbrush-greenleaf manzanita/Idaho fescue (pumice)","Y","",2004-10-19,"10690","",,""
"3724011010690","CPS218","611","PIPO/PUTR2/ELELE","ponderosa pine/antelope bitterbrush/squirreltail (rhyolite)","Y","",2004-10-19,"10690","",,""
"3724012010690","CPS311","611","PIPO/PUTR2-CEVE/ACOCO","ponderosa pine/antelope bitterbrush-snowbrush ceanothus/western needlegrass","Y","",2004-10-19,"10690","",,""
"3724013010690","CPS312","611","PIPO/PUTR2-CEVE/CAIN9","ponderosa pine/antelope bitterbrush-snowbrush ceanothus/long-stolon sedge","Y","",2004-10-19,"10690","",,""
"3724014010690","CPS314","611","PIPO/PUTR2-CEVE/FEID","ponderosa pine/antelope bitterbrush-snowbrush ceanothus/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3724015010690","CLM311","611","PICO/VAUL-2FORB","lodgepole pine/bog blueberry-forb (pumice)","Y","",2004-10-19,"10690","",,""
"3724016010690","CFS212","618","ABAM/VAOV","Pacific silver fir/oval-leaf blueberry (Olympic)","Y","",2004-10-19,"10690","",,""
"3724017010690","CFS213","618","ABAM/VAOV/ERMO8","Pacific silver fir/oval-leaf blueberry/white avalanche-lily","Y","",2004-10-19,"10690","",,""
"3724018010690","CFS214","618","ABAM/VAOV/XETE","Pacific silver fir/oval-leaf blueberry/common beargrass (Olympic)","Y","",2004-10-19,"10690","",,""
"3724019010690","CFS215","618","ABAM/VAOV/TITRU","Pacific silver fir/oval-leaf blueberry/oneleaf foamflower","Y","",2004-10-19,"10690","",,""
"3724020010690","CFS216","618","ABAM/VAOV-MANE2","Pacific silver fir/oval-leaf blueberry-Cascade barberry","Y","",2004-10-19,"10690","",,""
"3724021010690","CFS217","618","ABAM/VAOV/OXOR","Pacific silver fir/oval-leaf blueberry/redwood-sorrel","Y","",2004-10-19,"10690","",,""
"3724022010690","CFS219","618","ABAM/VAOV/LIBO3","Pacific silver fir/oval-leaf blueberry/twinflower","Y","",2004-10-19,"10690","",,""
"3724023010690","CFS220","618","ABAM/VAOV-RHAL2","Pacific silver fir/oval-leaf blueberry-Cascade azalea","Y","",2004-10-19,"10690","",,""
"3724024010690","CFS311","618","ABAM/OPHO","Pacific silver fir/devilsclub (Olympic)","Y","",2004-10-19,"10690","",,""
"3724025010690","CFS611","618","ABAM/RHMA3","Pacific silver fir/Pacific rhododendron (Olympic)","Y","",2004-10-19,"10690","",,""
"3724026010690","CFS612","618","ABAM/RHMA3-VAOV","Pacific silver fir/Pacific rhododendron-oval-leaf blueberry","Y","",2004-10-19,"10690","",,""
"3724027010690","CHF112","618","TSHE/OXOR","western hemlock/redwood-sorrel (Olympic)","Y","",2004-10-19,"10690","",,""
"3724028010690","CHF131","618","TSHE/POMU-OXOR","western hemlock/western swordfern-redwood-sorrel (Olympic)","Y","",2004-10-19,"10690","",,""
"3724029010690","CHF211","618","TSHE/ACTR","western hemlock/sweet after death (Olympic)","Y","",2004-10-19,"10690","",,""
"3724030010690","CHF511","618","TSHE/XETE","western hemlock/common beargrass (Olympic)","Y","",2004-10-19,"10690","",,""
"3724031010690","CHF911","618","TSHE","western hemlock/depauperate","Y","",2004-10-19,"10690","",,""
"3724032010690","CHM111","618","TSHE/LYAM3","western hemlock/American skunkcabbage (Olympic)","Y","",2004-10-19,"10690","",,""
"3724033010690","CHS131","618","TSHE/GASH","western hemlock/salal (Olympic)","Y","",2004-10-19,"10690","",,""
"3724034010690","CHS132","618","TSHE/GASH/XETE","western hemlock/salal/common beargrass","Y","",2004-10-19,"10690","",,""
"3724035010690","CHS133","618","TSHE/GASH-VAOV2","western hemlock/salal-California hucklebery","Y","",2004-10-19,"10690","",,""
"3724036010690","CHS134","618","TSHE/GASH-HODI","western hemlock/salal-oceanspray","Y","",2004-10-19,"10690","",,""
"3724037010690","CHS135","618","TSHE/GASH-MANE2","western hemlock/salal-Cascade barberry","Y","",2004-10-19,"10690","",,""
"3724038010690","CHS136","618","TSHE/GASH/OXOR","western hemlock/salal/redwood-sorrel","Y","",2004-10-19,"10690","",,""
"3724039010690","CHS137","618","TSHE/GASH/POMU","western hemlock/salal/western swordfern","Y","",2004-10-19,"10690","",,""
"3724040010690","CHS138","618","TSHE/MANE2","western hemlock/Cascade barberry (Olympic)","Y","",2004-10-19,"10690","",,""
"3724041010690","CHS139","618","TSHE/MANE2/POMU","western hemlock/Cascade barberry/western swordfern (Olympic)","Y","",2004-10-19,"10690","",,""
"3724042010690","CHS331","618","TSHE/RHMA3","western hemlock/Pacific rhododendron (Olympic)","Y","",2004-10-19,"10690","",,""
"3724043010690","CHS332","618","TSHE/RHMA3/XETE","western hemlock/Pacific rhododendron/common beargrass (Olympic)","Y","",2004-10-19,"10690","",,""
"3724044010690","CHS333","618","TSHE/RHMA3-MANE2","western hemlock/Pacific rhododendron-Cascade barberry (Olympic)","Y","",2004-10-19,"10690","",,""
"3724045010690","CHS334","618","TSHE/RHMA3-GASH","western hemlock/Pacific rhododendorn-salal (Olympic)","Y","",2004-10-19,"10690","",,""
"3724046010690","CHS335","618","TSHE/RHMA3/POMU","western hemlock/Pacific rhododendron/western swordfern (Olympic)","Y","",2004-10-19,"10690","",,""
"3724047010690","CFS211","618","ABAM/VAME/XETE","Pacific silver fir/thinleaf huckleberry/common beargrass (Olympic)","Y","",2004-10-19,"10690","",,""
"3724048010690","NCS111","616","2SHRUB","shrub (lava flows)","Y","",2004-10-19,"10690","",,""
"3724049010690","313080","204","QUGA/PRVI","Gambel oak/chokecherry","Y","",2004-10-19,"10690","",,""
"3724050010690","NRL912","616","?","rock garden (steep, moist)","Y","",2004-10-19,"10690","",2005-01-24,"10690"
"3724051010690","00101","205","ABCO/ACGL","white fir/Rocky Mountain maple","Y","",2004-10-19,"10690","",,""
"3724052010690","001011","205","ABCO/ACGL-MARE11","white fir/Rocky Mountain maple-creeping barberry","Y","",2004-10-19,"10690","",,""
"3724053010690","001012","205","ABCO/ACGL-HODU","white fir/Rocky Mountain maple-rockspirea","Y","",2004-10-19,"10690","",,""
"3724054010690","001013","205","ABCO/ACGL","white fir/Rocky Mountain maple (riparian phase)","Y","",2004-10-19,"10690","",,""
"3724055010690","SM8111","616","ALVIS","Sitka alder (rocky soil)","Y","",2004-10-19,"10690","",,""
"3724056010690","SM8112","616","ACCI","vine maple (rocky soil)","Y","",2004-10-19,"10690","",,""
"3724057010690","001014","205","ABCO/ACGL-ACGL","white fir/Rocky Mountain maple-Rocky Mountain maple","Y","",2004-10-19,"10690","",,""
"3724058010690","001015","205","ABCO/ACGL-PAMY","white fir/Rocky Mountain maple- Pachistima myrsinites","Y","",2004-10-19,"10690","",,""
"3724059010690","001016","205","ABCO-PSME/ACGL","white fir-Douglas-fir/Rocky Mountain maple","Y","",2004-10-19,"10690","",,""
"3724060010690","CEM111","617","PIEN/CAAN15","Engelmann spruce/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724061010690","CEM221","617","PIEN/EQAR-STREP3","Engelmann spruce/field horsetail-twistedstalk","Y","",2004-10-19,"10690","",,""
"3724062010690","CEM222","617","PIEN/CLUN2","Engelmann spruce/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3724063010690","CEM311","617","PIEN/VAUL/2FORB","Engelmann spruce/bog blueberry/forb","Y","",2004-10-19,"10690","",,""
"3724064010690","CEM312","617","PIEN/VAUL/CAAN15","Engelmann spruce/bog blueberry/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724065010690","CLM112","617","PICO/POPR","lodgepole pine/Kentucky bluegrass","Y","",2004-10-19,"10690","",,""
"3724066010690","CLM113","617","PICO/CAAN15","lodgepole pine/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724067010690","CLM114","617","PICO/CAAQ","lodgepole pine/water sedge","Y","",2004-10-19,"10690","",,""
"3724068010690","00102","205","ABCO/MARE11","white fir/creeping barberry","Y","",2004-10-19,"10690","",,""
"3724069010690","001021","205","ABCO/MARE11/RONE","white fir/creeping barberry/New Mexico locust","Y","",2004-10-19,"10690","",,""
"3724070010690","CLM312","617","PICO/VAUL/CAAN15","lodgepole pine/bog blueberry/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724071010690","CLM313","617","PICO/SPDO/2FORB","lodgepole pine/rose spiraea/forb","Y","",2004-10-19,"10690","",,""
"3724072010690","CLM314","617","PICO/SPDO/CAAN15","lodgepole pine/rose spiraea/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724073010690","CLM911","617","PICO-PIEN/ELQU2","lodgepole pine-Engelmann spruce/fewflower spikerush","Y","",2004-10-19,"10690","",,""
"3724074010690","CPS511","617","PIPO/SYAL","ponderosa pine/common snowberry (floodplain)","Y","",2004-10-19,"10690","",,""
"3724075010690","CWF431","617","ABCO/CLUN2","white fir/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3724076010690","001022","205","ABCO/MARE11-JUCO6","white fir/creeping barberry-common juniper","Y","",2004-10-19,"10690","",,""
"3724077010690","001023","205","ABCO/MARE11-SYOR2","white fir/creeping barberry-mountain snowberry","Y","",2004-10-19,"10690","",,""
"3724078010690","HQM121","617","POTR5/ELGL","quaking aspen/blue wildrye","Y","",2004-10-19,"10690","",,""
"3724079010690","HQM411","617","POTR5-PICO/SPDO/CAAN15","quaking aspen-lodgepole pine/rose spirea/widefruit sedge","Y","",2004-10-19,"10690","",,""
"3724080010690","HQS221","617","POTR5/SYAL/ELGL","quaking aspen/common snowberry/ blue wildrye","Y","",2004-10-19,"10690","",,""
"3724081010690","001024","205","ABCO/MARE11-MARE11","white fir/creeping barberry-creeping barberry","Y","",2004-10-19,"10690","",,""
"3724082010690","001025","205","ABCO/MARE11","white fir/creeping barberry (sparse)","Y","",2004-10-19,"10690","",,""
"3724083010690","00103","205","ABCO/EREX4","white fir/sprucefir fleabane","Y","",2004-10-19,"10690","",,""
"3724084010690","001031","205","ABCO-PSME/EREX4","white fir-Douglas-fir/sprucefir fleabane","Y","",2004-10-19,"10690","",,""
"3724085010690","MT1911","616","CAREX-SCMI2","sedge-panicled bulrush (hydric)","Y","",2004-10-19,"10690","",,""
"3724086010690","313010","204","QUGA/AMAL2","Gambel oak/Saskatoon serviceberry","Y","",2004-10-19,"10690","",,""
"3724087010690","CMG211","639","TSME/LUZUL","mountain hemlock/woodrush","Y","",2004-10-19,"10690","",,""
"3724088010690","CMG221","639","TSME/LUGLH","mountain hemlock/Hitchcock's smooth woodrush","Y","",2004-10-19,"10690","",,""
"3724089010690","CMG3","639","TSME/CAREX","mountain hemlock/sedge","Y","",2004-10-19,"10690","",,""
"3724090010690","CMRR","639","TSME","mountain hemlock (rocky, minimum ground vegetation)","Y","",2004-10-19,"10690","",,""
"3724091010690","CMRS","639","TSME","mountain hemlock (steep, minimum ground vegetation)","Y","",2004-10-19,"10690","",,""
"3724092010690","CMRX","639","TSME","mountain hemlock (rocky or steep, minimum ground vegetation)","Y","",2004-10-19,"10690","",,""
"3724093010690","CMS0","639","TSME/2SHRUB","mountain hemlock/shrub","Y","",2004-10-19,"10690","",,""
"3724094010690","CMS1","639","TSME/VASC/ARNE","mountain hemlock/grouse whortleberry/pinemat manzanita","Y","",2004-10-19,"10690","",,""
"3724095010690","CMS111","639","TSME/VASC","mountain hemlock/grouse whortleberry (Deschutes)","Y","",2004-10-19,"10690","",,""
"3724096010690","CMS113","639","TSME/VASC","mountain hemlock/grouse whortleberry (Deschutes)","Y","",2004-10-19,"10690","",,""
"3724097010690","CMS114","639","TSME/VASC","mountain hemlock/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3724098010690","CMS115","639","TSME/VASC","mountain hemlock/grouse whortleberry (Mt. Hood)","Y","",2004-10-19,"10690","",,""
"3724099010690","CMS121","639","TSME/VASC/LUGLH","mountain hemlock/grouse whortleberry/Hitchcock's smooth woodrush","Y","",2004-10-19,"10690","",,""
"3724100010690","CMS122","639","TSME/RULA2","mountain hemlock/roughfruit berry","Y","",2004-10-19,"10690","",,""
"3724101010690","CMS131","639","TSME/VASC","mountain hemlock/grouse whortleberry (Wallowa)","Y","",2004-10-19,"10690","",,""
"3724102010690","CMS2","639","TSME/VAME-MEFE","mountain hemlock/thinleaf huckleberry-rusty menziesia","Y","",2004-10-19,"10690","",,""
"3724103010690","CMS210","639","TSME/VAME","mountain hemlock/thinleaf huckleberry (Gifford Pinchot)","Y","",2004-10-19,"10690","",,""
"3724104010690","CMS211","639","TSME/VACCI","mountain hemlock/blueberry (steep, pumice, Willamette)","Y","",2004-10-19,"10690","",,""
"3724105010690","CMS212","639","TSME/VACCI","mountain hemlock/blueberry (ash, Willamette)","Y","",2004-10-19,"10690","",,""
"3724106010690","CMS213","639","TSME/VACCI","mountain hemlock-fir/blueberry (black sand, Willamette))","Y","",2004-10-19,"10690","",,""
"3724107010690","CMS214","639","TSME/VACCI","mountain hemlock-fir/blueberry (steep, ash, Willamette)","Y","",2004-10-19,"10690","",,""
"3724108010690","CMS216","639","TSME/VAME/XETE","mountain hemlock/thinleaf huckleberry/common beargrass","Y","",2004-10-19,"10690","",,""
"3726206010690","00910","207","PICO/VASC","lodgepole pine/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726901010690","CWF312","622","ABGR/LIBO3","grand fir/twinflower","Y","",2004-10-19,"10690","",,""
"3726902010690","CWF421","622","ABGR/CLUN2","grand fir/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3726903010690","CWG111","622","ABGR/CAGE2","grand fir/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726904010690","CWG113","622","ABGR/CARU","grand fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726905010690","CWS212","622","ABGR/VAME","grand fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726906010690","CWS322","622","ABGR/SPBE2","grand fir/white spirea","Y","",2004-10-19,"10690","",,""
"3726907010690","GB4911","622","PSSPS-POSE-DAUN","bluebunch wheatgrass-Sandberg bluegrass-onespike danthonia","Y","",2004-10-19,"10690","",,""
"3726908010690","GS10","622","ACOCO","western needlegrass","Y","",2004-10-19,"10690","",,""
"3726909010690","GS12","622","FEID","Idaho fescue","Y","",2004-10-19,"10690","",,""
"3726910010690","SD9111","622","ARRI2/POSE","scabland sagebrush/Sandberg bluegrass","Y","",2004-10-19,"10690","",,""
"3726911010690","SD9221","622","ARAR8/POSE","little sagebrush/Sandburg bluegrass","Y","",2004-10-19,"10690","",,""
"3726912010690","SM20","622","ALVIS","Sitka alder","Y","",2004-10-19,"10690","",,""
"3726913010690","SM31","622","SYAL","common snowberry","Y","",2004-10-19,"10690","",,""
"3726914010690","SS49","622","CAGE2","Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726915010690","CDS724","624","PSME/ACGL-PHMA5","Douglas-fir/Rocky Mountain maple-mallow ninebark (floodplain)","Y","",2004-10-19,"10690","",,""
"3726916010690","CEM121","624","PIEN/CADI6","Engelmann spruce/softleaf sedge","Y","",2004-10-19,"10690","",,""
"3726917010690","CEM211","624","PIEN/EQAR","Engelmann spruce/field horsetail","Y","",2004-10-19,"10690","",,""
"3726918010690","CES511","624","PIEN/COSES","Engelmann spruce/redosier dogwood","Y","",2004-10-19,"10690","",,""
"3726919010690","CLM112","624","PICO/POPR","lodgepole pine/Kentucky bluegrass","Y","",2004-10-19,"10690","",,""
"3726920010690","CLM115","624","PICO/DECA18","lodgepole pine/tufted hairgrass","Y","",2004-10-19,"10690","",,""
"3726921010690","FW4211","624","SETR","arrowleaf ragwort","Y","",2004-10-19,"10690","",,""
"3726922010690","FW5121","624","VERAT","false hellebore","Y","",2004-10-19,"10690","",,""
"3726923010690","HCS311","624","POBAT/SYAL","black cottonwood/common snowberry","Y","",2004-10-19,"10690","",,""
"3726924010690","HQS221","624","POTR5/SYAL","quaking aspen/common snowberry","Y","",2004-10-19,"10690","",,""
"3726925010690","CAG3","622","ABLA-PIAL/JUDR","subalpine fir-whitebark pine/Drummond's rush","Y","",2004-10-19,"10690","",,""
"3726926010690","MD3111","624","POPR","Kentucky bluegrass","Y","",2004-10-19,"10690","",,""
"3726927010690","MD1911","617","POCU3","Cusick's bluegrass","Y","",2004-10-19,"10690","",,""
"3726928010690","MD3111","617","POPR","Kentucky bluegrass","Y","",2004-10-19,"10690","",,""
"3726929010690","MM1912","617","DECA18","tufted hairgrass","Y","",2004-10-19,"10690","",,""
"3726930010690","MM2911","617","CAPE42","woolly sedge","Y","",2004-10-19,"10690","",,""
"3726931010690","MM2912","617","CANE2","Nebraska sedge","Y","",2004-10-19,"10690","",,""
"3726932010690","MM2913","617","CAAN15","widefruit sedge","Y","",2004-10-19,"10690","",,""
"3726933010690","MM2914","617","CAAQ","water sedge","Y","",2004-10-19,"10690","",,""
"3726934010690","MM2915","617","CASI2","analogue sedge","Y","",2004-10-19,"10690","",,""
"3726935010690","MS1111","617","CABR12","Brewer's sedge","Y","",2004-10-19,"10690","",,""
"3726936010690","MS2111","617","CANI2","black alpine sedge","Y","",2004-10-19,"10690","",,""
"3726937010690","MS2112","617","CASC11-CANI2-DECA18","broom sedge-black alpine sedge-tufted hairgrass","Y","",2004-10-19,"10690","",,""
"3726938010690","MS3111","617","CASC12","mountain sedge","Y","",2004-10-19,"10690","",,""
"3726939010690","SS1911","617","PHEM","pink mountainheath","Y","",2004-10-19,"10690","",,""
"3726940010690","SW2911","617","ALIN2","gray alder","Y","",2004-10-19,"10690","",,""
"3726941010690","CFF311","618","ABAM/XETE","Pacific silver fir/common beargrass","Y","",2004-10-19,"10690","",,""
"3726942010690","CFS154","618","ABAM/GASH","Pacific silver fir/salal (Olympic)","Y","",2004-10-19,"10690","",,""
"3726943010690","CFS218","618","ABAM/VAOV/CLUN2","Pacific silver fir/oval-leaf blueberry/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3726944010690","CHF132","618","TSHE/POMU-TITR","western hemlock/western swordfern-threeleaf foamflower","Y","",2004-10-19,"10690","",,""
