"LICH_SPPCD","YEARSTART","YEAREND","SPP_ACRONYM","GENUS","SPECIES","CN","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
8033,1993,,"Usnfre","Usnea","freyi","689255000333","",2004-03-22,"999","",2005-06-07,"333"
8034,1993,,"Usnful","Usnea","fulvoreagens","689256000333","",2004-03-22,"999","",,""
8035,1993,,"Usnfur","Usnea","furfurosula","689257000333","",2004-03-22,"999","",2005-06-07,"333"
8036,1993,,"Usngla","Usnea","glabrata","689258000333","",2004-03-22,"999","",2005-06-07,"333"
8037,1993,,"Usngls","Usnea","glabrescens","689259000333","",2004-03-22,"999","",,""
8038,1993,,"Usngra","Usnea","graciosa","689260000333","",2004-03-22,"999","",2005-06-07,"333"
8039,1993,,"Usnhal","Usnea","halei","689261000333","",2004-03-22,"999","",2005-06-07,"333"
8040,1993,,"Usnhes","Usnea","hesperina","689262000333","",2004-03-22,"999","",2005-06-07,"333"
8041,1993,,"Usnhir","Usnea","hirta","689263000333","",2004-03-22,"999","",2005-06-07,"333"
8042,1993,,"Usnint","Usnea","intermedia","689264000333","",2004-03-22,"999","",2005-06-07,"333"
8043,1993,,"Usnkuj","Usnea","kujalae","689265000333","",2004-03-22,"999","",2005-06-07,"333"
8044,1993,,"Usnlap","Usnea","lapponica","689266000333","",2004-03-22,"999","",,""
8045,1993,,"Usnleu","Usnea","leucosticta","689267000333","",2004-03-22,"999","",2005-06-07,"333"
8046,1993,,"Usnlon","Usnea","longissima","689268000333","",2004-03-22,"999","",2005-06-07,"333"
8047,1993,2005,"Usnmad","Usnea","madeirensis (=silesiaca)","689269000333","",2004-03-22,"999","",2005-06-07,"333"
8047,2005,,"Usnmad","Usnea","silesiaca","689270000333","",2006-03-31,"333","",,""
8048,1993,,"Usnmer","Usnea","merrillii","689271000333","",2004-03-22,"999","",2005-06-07,"333"
8049,1993,,"Usnmic","Usnea","michauxii","689272000333","",2004-03-22,"999","",2005-06-07,"333"
8050,1993,,"Usnmir","Usnea","miriabilis","689273000333","",2004-03-22,"999","",2005-06-07,"333"
8051,1993,,"Usnmon","Usnea","monstruosa","689274000333","",2004-03-22,"999","",2005-06-07,"333"
8052,1993,,"Usnmnt","Usnea","montana","689275000333","",2004-03-22,"999","",2005-06-07,"333"
8053,1993,,"Usnmut","Usnea","mutabilis","689276000333","",2004-03-22,"999","",2005-06-07,"333"
8054,1993,,"Usnocc","Usnea","occidentalis","689278000333","",2004-03-22,"999","",2005-06-07,"333"
8055,1993,,"Usnpac","Usnea","pachyclada","689279000333","",2004-03-22,"999","",2005-06-07,"333"
8056,1993,,"Usnpen","Usnea","pensylvanica","689281000333","",2004-03-22,"999","",2005-06-07,"333"
8057,1993,,"Usnper","Usnea","perplexans","689282000333","",2004-03-22,"999","",2005-06-07,"333"
8058,1993,,"Usnpli","Usnea","plicata","689283000333","",2004-03-22,"999","",,""
8059,1993,,"Usnpro","Usnea","prostrata","689284000333","",2004-03-22,"999","",2005-06-07,"333"
8060,1993,,"Usnram","Usnea","ramillosa","689285000333","",2004-03-22,"999","",2005-06-07,"333"
8061,1993,2010,"Usnret","Usnea","retifera","689286000333","",2004-03-22,"999","",2011-04-11,"440"
8062,1993,,"Usnros","Usnea","roseola","689288000333","",2004-03-22,"999","",2005-06-07,"333"
8063,1993,,"Usnrub","Usnea","rubicunda","689289000333","",2004-03-22,"999","",2005-06-07,"333"
8064,1993,,"Usnsci","Usnea","scabiosa","689290000333","",2004-03-22,"999","",2005-06-07,"333"
8065,1993,,"Usnsca","Usnea","scabrata","689291000333","",2004-03-22,"999","",2005-06-07,"333"
8066,1993,,"Usnsch","Usnea","scholanderi","689292000333","",2004-03-22,"999","",2005-06-07,"333"
8067,1993,,"Usnsph","Usnea","sphacelata","689294000333","",2004-03-22,"999","",2005-06-07,"333"
8068,1993,,"Usnspi","Usnea","spinulifera","689295000333","",2004-03-22,"999","",2005-06-07,"333"
8069,1993,,"Usnstr","Usnea","strigosa","689296000333","",2004-03-22,"999","",2005-06-07,"333"
8070,1993,,"Usnstu","Usnea","stuppea","689297000333","",2004-03-22,"999","",2005-06-07,"333"
8071,1993,,"Usnscv","Usnea","subcavata","689298000333","",2004-03-22,"999","",2005-06-07,"333"
8072,1993,,"Usnsub","Usnea","subfloridana","689299000333","",2004-03-22,"999","",,""
8073,1993,,"Usnsfu","Usnea","subfusca","689300000333","",2004-03-22,"999","",2005-06-07,"333"
8074,1993,,"Usnshi","Usnea","subhirta","689301000333","",2004-03-22,"999","",2005-06-07,"333"
8075,1993,,"Usnsla","Usnea","sublaxa","689302000333","",2004-03-22,"999","",2005-06-07,"333"
8076,1993,,"Usnssc","Usnea","subscabrosa","689303000333","",2004-03-22,"999","",2005-06-07,"333"
8077,1993,,"Usnsst","Usnea","substerilis","689304000333","",2004-03-22,"999","",2005-06-07,"333"
8078,1993,,"Usnsyl","Usnea","sylvatica","689305000333","",2004-03-22,"999","",2005-06-07,"333"
8079,1993,,"Usntri","Usnea","trichodea","689306000333","",2004-03-22,"999","",2005-06-07,"333"
8080,1993,,"Usntrs","Usnea","tristis","689307000333","",2004-03-22,"999","",2005-06-07,"333"
8081,1993,,"Usnvai","Usnea","vainioi","689308000333","",2004-03-22,"999","",2005-06-07,"333"
8082,1993,,"Usnvar","Usnea","variegata","689309000333","",2004-03-22,"999","",2005-06-07,"333"
8083,1993,,"Usnvro","Usnea","variolosa","689310000333","",2004-03-22,"999","",2005-06-07,"333"
8084,1993,,"Usnwir","Usnea","wirthii","689312000333","",2004-03-22,"999","",2005-06-07,"333"
8085,1993,,"Usnxan","Usnea","xanthopoga","689313000333","",2004-03-22,"999","",2005-06-07,"333"
8086,1993,,"Usnsp1","Usnea","sp.1 of Clerc","689293000333","",2004-03-22,"999","",2005-06-07,"333"
8087,1997,,"Usncha","Usnea","chaetophora","689234000333","",2004-03-22,"999","",2005-06-07,"333"
8088,1997,,"Usnesp","Usnea","esperantiana","689247000333","",2004-03-22,"999","",,""
8089,1997,,"Usnmol","Usnea","fragilescens v.mollis","689254000333","",2004-03-22,"999","",2005-06-07,"333"
8090,1997,,"Usnnid","Usnea","nidulans","689277000333","",2004-03-22,"999","",2005-06-07,"333"
8091,1997,,"Usnrig","Usnea","rigida","689287000333","",2004-03-22,"999","",2005-06-07,"333"
8092,1999,,"Usnwas","Usnea","wasmuthii","689311000333","",2004-03-22,"999","",2005-06-07,"333"
8093,1999,,"Usnpcf","Usnea","pacificana","689280000333","",2004-03-22,"999","",2005-06-07,"333"
8094,2006,,"Usnfla","Usnea","flavocardia","690018000333","",2007-05-10,"333","",,""
8100,1993,,"Way","Waynea","","689320000333","",2004-03-22,"999","",2005-06-07,"333"
8101,1993,,"Waycal","Waynea","californica","689319000333","",2004-03-22,"999","",2005-06-07,"333"
8150,1997,,"Vul","Vulpicida","","689318000333","",2004-03-22,"999","",2005-06-07,"333"
8151,1997,,"Vulcan","Vulpicida","canadensis","689315000333","",2004-03-22,"999","",,""
8152,1997,,"Vulpin","Vulpicida","pinastri","689316000333","",2004-03-22,"999","",,""
8153,1997,,"Vulvir","Vulpicida","viridis","689317000333","",2004-03-22,"999","",,""
8170,2004,,"Xam","Xanthomendoza","","689333000333","",2005-06-07,"333","",,""
8200,1993,,"Xan","Xanthoria","","689361000333","",2004-03-22,"999","",,""
8201,1993,,"Xancan","Xanthoria","candelaria","689344000333","",2004-03-22,"999","",,""
8202,1993,,"Xanele","Xanthoria","elegans","689346000333","",2004-03-22,"999","",2005-06-07,"333"
8203,2004,,"Xanfal","Xanthomendoza","fallax","689324000333","",2005-06-07,"333","",,""
8203,1993,2004,"Xanfal","Xanthoria","fallax","689347000333","",2004-03-22,"999","",2005-06-07,"333"
8204,2004,,"Xanhas","Xanthomendoza","hasseana","689327000333","",2005-06-07,"333","",,""
8204,1993,2004,"Xanhas","Xanthoria","hasseana","689349000333","",2004-03-22,"999","",2005-06-07,"333"
8205,1993,,"Xanlob","Xanthoria","lobulata","689350000333","",2004-03-22,"999","",2005-06-07,"333"
8206,1993,,"Xanpar","Xanthoria","parietina","689354000333","",2004-03-22,"999","",2005-06-07,"333"
8207,1993,,"Xanpol","Xanthoria","polycarpa","689355000333","",2004-03-22,"999","",,""
8208,1993,,"Xanram","Xanthoria","ramulosa","689356000333","",2004-03-22,"999","",2005-06-07,"333"
8209,2004,,"Xansub","Xanthomendoza","subramulosa","689331000333","",2005-06-07,"333","",,""
8209,1993,2004,"Xansub","Xanthoria","subramulosa","689358000333","",2004-03-22,"999","",2005-06-07,"333"
8210,2004,,"Xanful","Xanthomendoza","fulva","689325000333","",2005-06-07,"333","",,""
8210,1995,2004,"Xanful","Xanthoria","fulva","689348000333","",2004-03-22,"999","",2005-06-07,"333"
8211,2004,,"Xanbor","Xanthomendoza","borealis","689322000333","",2005-06-07,"333","",,""
8211,1997,2004,"Xanbor","Xanthoria","borealis","689343000333","",2004-03-22,"999","",2005-06-07,"333"
8212,2004,,"Xancon","Xanthomendoza","concinna","689323000333","",2005-06-07,"333","",,""
8212,1997,2004,"Xancon","Xanthoria","concinna","689345000333","",2004-03-22,"999","",2005-06-07,"333"
8213,2005,,"Xanmen","Xanthomendoza","mendozae","689328000333","",2006-03-31,"333","",,""
8213,1997,2005,"Xanmen","Xanthoria","mendozae","689351000333","",2004-03-22,"999","",2005-06-07,"333"
8214,2004,,"Xanmon","Xanthomendoza","montana","689329000333","",2005-06-07,"333","",,""
8214,1997,2004,"Xanmon","Xanthoria","montana","689352000333","",2004-03-22,"999","",2005-06-07,"333"
8215,2004,,"Xanore","Xanthomendoza","oregana","689330000333","",2005-06-07,"333","",,""
8215,1997,2004,"Xanore","Xanthoria","oregana","689353000333","",2004-03-22,"999","",2005-06-07,"333"
8216,1997,,"Xansor","Xanthoria","sorediata","689357000333","",2004-03-22,"999","",2005-06-07,"333"
8217,1997,,"Xanten","Xanthoria","tenax","689359000333","",2004-03-22,"999","",2005-06-07,"333"
8218,2004,,"Xanulo","Xanthomendoza","ulophyllodes","689332000333","",2005-06-07,"333","",,""
8218,1997,2004,"Xanulo","Xanthoria","ulophyllodes","689360000333","",2004-03-22,"999","",2005-06-07,"333"
8219,2004,2005,"Xangal","Xanthomendoza","""galericulata""","689321000333","",2005-06-07,"333","",,""
8219,2005,,"Xangal","Xanthomendoza","galericulata","689326000333","",2006-03-31,"333","",,""
8300,1993,,"Cnd","Candelaria","","688462000333","",2004-03-22,"999","",2005-06-07,"333"
8301,1993,,"Cndcon","Candelaria","concolor","688459000333","",2004-03-22,"999","",,""
8302,1993,,"Cndfib","Candelaria","fibrosa","688460000333","",2004-03-22,"999","",2005-06-07,"333"
8303,2002,2005,"Cndpac","Candelaria","""pacifica""","688458000333","",2004-03-22,"999","",2004-04-20,"999"
8303,2005,,"Cndpac","Candelaria","pacifica","688461000333","",2006-03-31,"333","",,""
8400,1994,,"Lpc","Leptochidium","","688777000333","",2004-03-22,"999","",2005-06-07,"333"
8401,1994,,"Lpcalb","Leptochidium","albociliatum","688776000333","",2004-03-22,"999","",2005-06-07,"333"
8500,1994,,"Rhi","Rhizoplaca","","689172000333","",2004-03-22,"999","",2005-06-07,"333"
8501,1994,,"Rhichr","Rhizoplaca","chrysoleuca","689170000333","",2004-03-22,"999","",2005-06-07,"333"
8502,1994,,"Rhimel","Rhizoplaca","melanophthalma","689171000333","",2004-03-22,"999","",2005-06-07,"333"
8600,2002,,"Lec","Lecanora","","688773000333","",2004-03-22,"999","",2005-06-07,"333"
8601,2002,,"Lecmur","Lecanora","muralis","688772000333","",2004-03-22,"999","",2005-06-07,"333"
8700,1994,,"Coe","Coelocaulon","","688597000333","",2004-03-22,"999","",2005-06-07,"333"
8701,1994,,"Coemur","Coelocaulon","muricatum","688596000333","",2004-03-22,"999","",2005-06-07,"333"
8800,2006,,"Lpr","Leprocaulon","","690010000333","",2007-05-10,"333","",,""
8801,2006,,"Lprmic","Leprocaulon","microscopicum","690009000333","",2007-05-10,"333","",,""
9000,1994,,"Xpm","Xanthoparmelia","","689342000333","",2004-03-22,"999","",2005-06-07,"333"
9001,1994,,"Xpmcum","Xanthoparmelia","cumberlandia","689336000333","",2004-03-22,"999","",2005-06-07,"333"
9002,1994,,"Xpmlav","Xanthoparmelia","lavicola","689337000333","",2004-03-22,"999","",2005-06-07,"333"
9003,1994,,"Xpmcol","Xanthoparmelia","coloradensis","689334000333","",2004-03-22,"999","",2005-06-07,"333"
9004,1997,,"Xpmpli","Xanthoparmelia","plittii","689340000333","",2004-03-22,"999","",2005-06-07,"333"
9005,1997,,"Xpmlin","Xanthoparmelia","lineola","689338000333","",2004-03-22,"999","",2005-06-07,"333"
9006,1997,,"Xpmsub","Xanthoparmelia","subdecipiens","689341000333","",2004-03-22,"999","",2005-06-07,"333"
9007,2002,,"Xpmcon","Xanthoparmelia","conspersa","689335000333","",2004-03-22,"999","",2005-06-07,"333"
9008,2003,,"Xpmmex","Xanthoparmelia","mexicana","689339000333","",2004-04-20,"999","",,""
9009,2009,,"Xpmwyo","Xanthoparmelia","wyomingica","2115514000440","",2010-11-03,"440","",,""
9999,1993,,"unk","unknown","","689219000333","",2004-03-22,"999","",2005-06-07,"333"
4808,2010,,"Parbar","Parmelia","barrenoae","2244482000440","",2011-04-11,"440","",,""
6713,2010,,"Puncas","Punctelia","caseana","2244483000440","",2011-04-11,"440","",,""
6714,2010,,"Punjec","Punctelia","jeckeri","2244484000440","",2011-04-11,"440","",,""
8095,2010,,"Usnpar","Usnea","parvula","2244485000440","",2011-04-11,"440","",,""
100,1993,,"Aht","Ahtiana","","688405000333","",2004-03-22,"999","",2005-06-07,"333"
101,1993,,"Ahtsph","Ahtiana","sphaerosporella","688404000333","",2004-03-22,"999","",2005-06-07,"333"
200,1993,,"Ale","Alectoria","","688413000333","",2004-03-22,"999","",2005-06-07,"333"
201,1993,,"Alefal","Alectoria","fallacina","688406000333","",2004-03-22,"999","",2005-06-07,"333"
202,1993,,"Aleims","Alectoria","imshaugii","688407000333","",2004-03-22,"999","",2005-06-07,"333"
203,1993,,"Alelat","Alectoria","lata","688408000333","",2004-03-22,"999","",2005-06-07,"333"
204,1993,,"Alenig","Alectoria","nigricans","688409000333","",2004-03-22,"999","",2005-06-07,"333"
205,1993,,"Alesar","Alectoria","sarmentosa","688411000333","",2004-03-22,"999","",2005-06-07,"333"
206,1993,,"Alevan","Alectoria","vancouverensis","688412000333","",2004-03-22,"999","",2005-06-07,"333"
207,1999,,"Aleoch","Alectoria","ochroleuca","688410000333","",2004-03-22,"999","",2005-06-07,"333"
300,1993,,"Ana","Anaptychia","","688416000333","",2004-03-22,"999","",2005-06-07,"333"
301,1993,,"Anapal","Anaptychia","palmulata","688414000333","",2004-03-22,"999","",2005-06-07,"333"
302,1993,,"Anaset","Anaptychia","setifera","688415000333","",2004-03-22,"999","",2005-06-07,"333"
400,1993,,"Anz","Anzia","","688420000333","",2004-03-22,"999","",2005-06-07,"333"
401,1993,,"Anzame","Anzia","americana","688417000333","",2004-03-22,"999","",2005-06-07,"333"
402,1993,,"Anzcol","Anzia","colpodes","688418000333","",2004-03-22,"999","",2005-06-07,"333"
403,1993,,"Anzorn","Anzia","ornata","688419000333","",2004-03-22,"999","",2005-06-07,"333"
500,1993,,"Brc","Bryocaulon","","688422000333","",2004-03-22,"999","",2005-06-07,"333"
501,1993,,"Brcpse","Bryocaulon","pseudosatoanum","688421000333","",2004-03-22,"999","",2005-06-07,"333"
600,1993,,"Bry","Bryoria","","688450000333","",2004-03-22,"999","",2005-06-07,"333"
601,1993,,"Bryabb","Bryoria","abbreviata","688423000333","",2004-03-22,"999","",,""
602,1993,,"Brybic","Bryoria","bicolor","688424000333","",2004-03-22,"999","",2005-06-07,"333"
603,1993,,"Brycap","Bryoria","capillaris","688425000333","",2004-03-22,"999","",2005-06-07,"333"
604,1993,,"Brycar","Bryoria","carlottae","688426000333","",2004-03-22,"999","",2005-06-07,"333"
605,1993,,"Brycer","Bryoria","cervinula","688427000333","",2004-03-22,"999","",2005-06-07,"333"
606,1993,,"Brycha","Bryoria","chalybeiformis","688428000333","",2004-03-22,"999","",,""
607,1993,,"Bryfre","Bryoria","fremontii","688429000333","",2004-03-22,"999","",2005-06-07,"333"
608,1993,,"Bryfri","Bryoria","friabilis","688430000333","",2004-03-22,"999","",2005-06-07,"333"
609,1993,,"Bryfur","Bryoria","furcellata","688431000333","",2004-03-22,"999","",2005-06-07,"333"
610,1993,,"Bryfus","Bryoria","fuscescens","688432000333","",2004-03-22,"999","",,""
611,1993,,"Brygla","Bryoria","glabra","688433000333","",2004-03-22,"999","",,""
612,1993,,"Bryimp","Bryoria","implexa","688434000333","",2004-03-22,"999","",2005-06-07,"333"
613,1993,,"Brylan","Bryoria","lanestris","688435000333","",2004-03-22,"999","",,""
614,1993,,"Brynad","Bryoria","nadvornikiana","688437000333","",2004-03-22,"999","",2005-06-07,"333"
615,1993,,"Bryore","Bryoria","oregana","688438000333","",2004-03-22,"999","",,""
617,1993,,"Brypsc","Bryoria","pseudocapillaris","688440000333","",2004-03-22,"999","",2005-06-07,"333"
618,1993,,"Brypse","Bryoria","pseudofuscescens","688441000333","",2004-03-22,"999","",2005-06-07,"333"
619,1993,,"Brysal","Bryoria","salazinica","688442000333","",2004-03-22,"999","",2005-06-07,"333"
620,1993,,"Brysim","Bryoria","simplicior","688443000333","",2004-03-22,"999","",2005-06-07,"333"
621,1993,,"Bryspi","Bryoria","spiralifera","688444000333","",2004-03-22,"999","",2005-06-07,"333"
622,1993,,"Brysub","Bryoria","subcana","688445000333","",2004-03-22,"999","",2005-06-07,"333"
623,1993,,"Bryten","Bryoria","tenuis","688446000333","",2004-03-22,"999","",2005-06-07,"333"
624,1993,,"Brytor","Bryoria","tortuosa","688447000333","",2004-03-22,"999","",2005-06-07,"333"
625,1993,,"Brytri","Bryoria","trichodes","688448000333","",2004-03-22,"999","",2005-06-07,"333"
626,1994,,"Bryvra","Bryoria","vrangiana","688449000333","",2004-03-22,"999","",2005-06-07,"333"
627,1997,,"Bryoli","Bryoria","mystery olive sp.","688436000333","",2004-03-22,"999","",2005-06-07,"333"
700,1993,,"Bul","Bulbothrix","","688457000333","",2004-03-22,"999","",2005-06-07,"333"
701,1993,,"Bulcon","Bulbothrix","confoederata","688451000333","",2004-03-22,"999","",2005-06-07,"333"
702,1993,,"Bulcor","Bulbothrix","coronata","688452000333","",2004-03-22,"999","",2005-06-07,"333"
703,1993,,"Bulgoe","Bulbothrix","goebelii","688453000333","",2004-03-22,"999","",2005-06-07,"333"
704,1993,,"Bulisi","Bulbothrix","isidiza","688455000333","",2004-03-22,"999","",2005-06-07,"333"
705,1993,,"Bullae","Bulbothrix","laevigatula","688456000333","",2004-03-22,"999","",2005-06-07,"333"
706,1994,,"Bulhyp","Bulbothrix","hypocraca","688454000333","",2004-03-22,"999","",2005-06-07,"333"
770,2002,,"Cnm","Canomaculina","","688467000333","",2004-04-20,"999","",,""
800,1993,,"Can","Canoparmelia","","688476000333","",2004-03-22,"999","",2005-06-07,"333"
801,1993,,"Canama","Canoparmelia","amazonica","688469000333","",2004-03-22,"999","",2005-06-07,"333"
802,1993,,"Cancar","Canoparmelia","caroliniana","688470000333","",2004-03-22,"999","",2005-06-07,"333"
803,1993,,"Cancro","Canoparmelia","crozalsiana","688471000333","",2004-03-22,"999","",2005-06-07,"333"
804,1993,,"Cancry","Canoparmelia","cryptochloro.","688472000333","",2004-03-22,"999","",2005-06-07,"333"
805,1993,,"Canmar","Canoparmelia","martinicana","688473000333","",2004-03-22,"999","",2005-06-07,"333"
806,1993,,"Cansal","Canoparmelia","salacinifera","688474000333","",2004-03-22,"999","",2005-06-07,"333"
807,1993,,"Cantex","Canoparmelia","texana","688475000333","",2004-03-22,"999","",2005-06-07,"333"
808,1999,,"Canamb","Canoparmelia","amabilis","688468000333","",2004-03-22,"999","",2005-06-07,"333"
850,2002,,"Cat","Catapyrenium","","688478000333","",2004-03-22,"999","",2005-06-07,"333"
851,2002,,"Cattuc","Catapyrenium","tuckermanii","688477000333","",2004-03-22,"999","",,""
900,1993,,"Cav","Cavernularia","","688481000333","",2004-03-22,"999","",2005-06-07,"333"
901,1993,,"Cavhul","Cavernularia","hultenii","688479000333","",2004-03-22,"999","",2005-06-07,"333"
902,1993,,"Cavlop","Cavernularia","lophyrea","688480000333","",2004-03-22,"999","",2005-06-07,"333"
1000,1993,,"Cet","Cetraria","","688503000333","",2004-03-22,"999","",2005-06-07,"333"
1001,1993,,"Cetame","Cetraria","americana","688482000333","",2004-03-22,"999","",2005-06-07,"333"
1002,1993,,"Cetaur","Cetraria","aurescens","688483000333","",2004-03-22,"999","",2005-06-07,"333"
1003,1993,,"Cetcal","Cetraria","californica","688484000333","",2004-03-22,"999","",,""
1004,1993,,"Cetcan","Cetraria","canadensis","688485000333","",2004-03-22,"999","",,""
1005,1993,,"Cetchl","Cetraria","chlorophylla","688486000333","",2004-03-22,"999","",,""
1006,1993,,"Cetcil","Cetraria","ciliaris","688487000333","",2004-03-22,"999","",2005-06-07,"333"
1007,1993,2003,"Cetcor","Cetraria","coralligera","688488000333","",2004-03-22,"999","",2004-04-20,"999"
1007,2003,,"Cetcor","Tuckermanella","coralligera","689214000333","",2004-04-20,"999","",,""
1008,1993,2008,"Cetfen","Cetraria","fendleri","688489000333","",2004-03-22,"999","",2009-04-21,"333"
1008,2008,,"Cetfen","Tuckermanella","fendleri","874501000333","",2009-04-21,"333","",,""
1009,1993,,"Cetine","Cetraria","inermis","688490000333","",2004-03-22,"999","",2005-06-07,"333"
1010,1993,,"Cetjun","Cetraria","juniperina","688491000333","",2004-03-22,"999","",2005-06-07,"333"
1011,1993,,"Cetmer","Cetraria","merrillii","688492000333","",2004-03-22,"999","",,""
1012,1993,,"Cetoak","Cetraria","oakesiana","688493000333","",2004-03-22,"999","",2005-06-07,"333"
1013,1993,,"Cetorb","Cetraria","orbata","688494000333","",2004-03-22,"999","",,""
1014,1993,,"Cetpal","Cetraria","pallidula","688495000333","",2004-03-22,"999","",,""
1015,1993,,"Cetpin","Cetraria","pinastri","688496000333","",2004-03-22,"999","",,""
1016,1993,,"Cetpla","Cetraria","platyphylla","688497000333","",2004-03-22,"999","",,""
1017,1993,,"Cetsep","Cetraria","sepincola","688498000333","",2004-03-22,"999","",2005-06-07,"333"
1018,1993,,"Cetsib","Cetraria","sibirica","688499000333","",2004-03-22,"999","",2005-06-07,"333"
1019,1993,,"Cetsub","Cetraria","subalpina","688500000333","",2004-03-22,"999","",2005-06-07,"333"
1020,1993,,"Cetvir","Cetraria","viridis","688501000333","",2004-03-22,"999","",,""
1021,1993,2008,"Cetweb","Cetraria","weberi","688502000333","",2004-03-22,"999","",2009-04-21,"333"
1021,2008,,"Cetweb","Tuckermanella","weberi","874502000333","",2009-04-21,"333","",,""
1100,1993,,"Cel","Cetrelia","","688508000333","",2004-03-22,"999","",2005-06-07,"333"
1101,1993,,"Celcet","Cetrelia","cetrarioides","688504000333","",2004-03-22,"999","",2005-06-07,"333"
1102,1993,,"Celchi","Cetrelia","chicitae","688505000333","",2004-03-22,"999","",2005-06-07,"333"
1103,1993,,"Celmon","Cetrelia","monachorum","688506000333","",2004-03-22,"999","",2005-06-07,"333"
1104,1993,,"Celoli","Cetrelia","olivetorum","688507000333","",2004-03-22,"999","",2005-06-07,"333"
1180,2000,2004,"Cld","Cladina","","688512000333","",2004-03-22,"999","",2005-06-08,"333"
1180,2004,,"Cld","Cladina-form","","688513000333","",2005-06-07,"333","",2005-06-08,"333"
1181,2000,2004,"Cldran","Cladina","rangiferina","688510000333","",2004-03-22,"999","",2005-06-08,"333"
1181,2004,,"Cldran","Cladonia","rangiferina","688574000333","",2005-06-07,"333","",2005-06-08,"333"
1182,2003,2004,"Cldarb","Cladina","arbuscula","688509000333","",2004-04-20,"999","",2005-06-08,"333"
1182,2004,,"Cldarb","Cladonia","arbuscula","688517000333","",2005-06-07,"333","",2005-06-08,"333"
1183,2003,2004,"Cldsub","Cladina","subtenuis","688511000333","",2004-04-20,"999","",2005-06-08,"333"
1183,2004,,"Cldsub","Cladonia","subtenuis","688582000333","",2005-06-07,"333","",2005-06-08,"333"
1184,2006,,"Cldpor","Cladonia","portentosa","690004000333","",2007-05-10,"333","",,""
1200,1993,,"Cla","Cladonia","","688589000333","",2004-03-22,"999","",2005-06-07,"333"
1201,1993,,"Claani","Cladonia","anitae ? Mycol.7","688515000333","",2004-03-22,"999","",2005-06-07,"333"
1202,1993,,"Claasa","Cladonia","asahinae","688518000333","",2004-03-22,"999","",2005-06-07,"333"
1203,1993,,"Clabac","Cladonia","bacillaris","688519000333","",2004-03-22,"999","",,""
1204,1993,,"Clabea","Cladonia","beaumontii","688520000333","",2004-03-22,"999","",2005-06-07,"333"
1205,1993,,"Clabot","Cladonia","botryocarpa","688522000333","",2004-03-22,"999","",2005-06-07,"333"
1206,1993,,"Clabuc","Cladonia","buckii","688525000333","",2004-03-22,"999","",2005-06-07,"333"
1207,1993,,"Clacae","Cladonia","caespiticia","688526000333","",2004-03-22,"999","",2005-06-07,"333"
1208,1993,,"Clacar","Cladonia","carneola","688528000333","",2004-03-22,"999","",2005-06-07,"333"
1209,1993,,"Clacen","Cladonia","cenotea","688529000333","",2004-03-22,"999","",2005-06-07,"333"
1210,1993,,"Clachl","Cladonia","chlorophaea","688530000333","",2004-03-22,"999","",2005-06-07,"333"
1211,1993,,"Clacon","Cladonia","coniocraea","688533000333","",2004-03-22,"999","",,""
1212,1993,,"Clacri","Cladonia","cristatella","688537000333","",2004-03-22,"999","",2005-06-07,"333"
1213,1993,,"Clacry","Cladonia","cryptochlorophaea","688538000333","",2004-03-22,"999","",2005-06-07,"333"
1214,1993,,"Clacyl","Cladonia","cylindrica","688539000333","",2004-03-22,"999","",2005-06-07,"333"
1215,1993,,"Cladef","Cladonia","deformis","688541000333","",2004-03-22,"999","",2005-06-07,"333"
1216,1993,,"Cladig","Cladonia","digitata","688543000333","",2004-03-22,"999","",2005-06-07,"333"
1217,1993,,"Clafim","Cladonia","fimbriata","688546000333","",2004-03-22,"999","",2005-06-07,"333"
1218,1993,,"Claflo","Cladonia","floerkeana","688547000333","",2004-03-22,"999","",2005-06-07,"333"
1219,1993,,"Clagrn","Cladonia","granulans?","688551000333","",2004-03-22,"999","",2005-06-07,"333"
1220,1993,,"Clagra","Cladonia","grayi","688552000333","",2004-03-22,"999","",2005-06-07,"333"
1221,1993,,"Clahom","Cladonia","homosekikaica","688553000333","",2004-03-22,"999","",2005-06-07,"333"
1222,1993,,"Clahum","Cladonia","humilis","688554000333","",2004-03-22,"999","",2005-06-07,"333"
1223,1993,,"Clahyp","Cladonia","hypoxantha","688555000333","",2004-03-22,"999","",2005-06-07,"333"
1224,1993,,"Clalep","Cladonia","leporina","688557000333","",2004-03-22,"999","",2005-06-07,"333"
1225,1993,,"Clamac","Cladonia","macilenta","688558000333","",2004-03-22,"999","",,""
1226,1993,,"Clamcr","Cladonia","macroptera?","688559000333","",2004-03-22,"999","",2005-06-07,"333"
1227,1993,,"Clamer","Cladonia","merochlorophaea","688561000333","",2004-03-22,"999","",2005-06-07,"333"
1228,1993,,"Claoch","Cladonia","ochrochlora","688564000333","",2004-03-22,"999","",,""
1229,1993,,"Clapar","Cladonia","parasitica","688565000333","",2004-03-22,"999","",2005-06-07,"333"
1230,1993,,"Claper","Cladonia","perlomera?","688566000333","",2004-03-22,"999","",2005-06-07,"333"
1231,1993,,"Clapol","Cladonia","polydactyla","688570000333","",2004-03-22,"999","",2005-06-07,"333"
1232,1993,,"Clapse","Cladonia","pseudohondoensis","688571000333","",2004-03-22,"999","",2005-06-07,"333"
