"CN","ATTRIBUTE_NBR","ATTRIBUTE_DESCR","TIMBERLAND","EVAL_TYP","EXPRESSION","WHERE_CLAUSE","FOOTNOTE","ATTRIBUTE_GLOSSARY","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","NOTES"
"175315638121573",1212,"Average annual gross growth volume in the merchantable bole of sawtimber trees, in cubic feet, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315639121573",1301,"Average annual gross growth biomass in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315640121573",1302,"Average annual gross growth biomass in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315641121573",1303,"Average annual gross growth biomass in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315642121573",1314,"Average annual gross growth biomass above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315643121573",1315,"Average annual gross growth biomass above ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315644121573",1316,"Average annual gross growth biomass above ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315645121573",1317,"Average annual gross growth biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315646121573",1318,"Average annual gross growth biomass below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315647121573",1625,"Average annual gross growth carbon in the stump of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315648121573",1626,"Average annual gross growth carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315649121573",1627,"Average annual gross growth carbon in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315650121573",1628,"Average annual gross growth carbon in the stump of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"398975000440",9,"Number of standing-dead trees (at least 5 inches d.b.h./d.r.c.), in trees, on timberland","Y","EXPVOL","t.tpa_unadj* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPVOL'      and t.plt_cn=c.plt_cn and t.condid=c.condid and c.cond_status_cd=1 and c.reservcd=0 and c.siteclcd in (1,2,3,4,5,6) and t.statuscd=2 and t.standing_dead_cd=1 and t.dia>=5.0","","To qualify as a standing dead tally tree, the dead tree must be at least 5.0 inches in diameter, have a bole that has an unbroken actual length of at least 4.5 feet, and lean less than 45 degrees from vertical as measured from the base of the tree to 4.5 feet. For western woodland species with multiple stems, a tree is considered down if more than 2/3 of the volume is no longer attached or upright; cut and removed volume is not considered. For western woodland species with single stems to qualify as a standing dead tally tree, dead trees must be at least 5.0 inches in diameter, be at least 1.0 foot in unbroken length, and lean less than 45 degrees from vertical.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398976000440",21,"Net volume of sawtimber trees, in board feet (International 1/4-inch rule), on timberland","Y","EXPVOL","t.tpa_unadj*t.volbfnet* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPVOL'      and t.plt_cn=c.plt_cn and t.condid=c.condid and c.cond_status_cd=1 and c.reservcd=0 and c.siteclcd in (1,2,3,4,5,6) and t.statuscd=1 and t.treeclcd=2","","Net board-foot volume in the sawlog portion. This is the net volume (International 1/4-inch rule) of wood in the central stem of a timber species tree of sawtimber size (9.0 inches DIA minimum for softwoods, 11.0 inches DIA minimum for hardwoods), from a 1-foot stump to a minimum top diameter (7.0 inches for softwoods, 9.0 inches for hardwoods), or to where the central stem breaks into limbs all of which are less than the minimum top diameter.<br>Sawtimber: A tree of commercial species containing at least a 12-foot saw log or two noncontiguous saw logs 8 feet or longer, and meeting regional specifications for freedom from defect. Softwoods must be at least 9.0 inches d.b.h. Hardwoods must be at least 11.0 inches d.b.h.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398977000440",23,"Gross volume of live trees (at least 5 inches d.b.h./d.r.c.), in cubic feet, on forest land","N","EXPVOL","t.tpa_unadj*volcfgrs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPVOL'      and t.plt_cn=c.plt_cn and t.condid=c.condid and c.cond_status_cd=1 and t.statuscd=1","","Gross cubic-foot volume. For timber species (trees where the diameter is measured at breast height [DBH]), this is the total volume of wood in the central stem of sample trees >= 5.0 inches in diameter, from a 1-foot stump to a minimum 4-inch top diameter, or to where the central stem breaks into limbs all of which are <4.0 inches in diameter. For woodland species (trees where the diameter is measured at root collar [DRC]), this is the total volume of wood and bark from the DRC measurement point(s) to a 1-1/2 inch top diameter; includes branches that are at least 1-1/2 inches in diameter along the length of the branch.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2017-01-06,"489998",""
"398978000440",26,"Average annual net growth of growing-stock trees (at least 5 inches d.b.h.), in cubic feet, on forest land","N","EXPGROW","t.tpagrow_unadj*fgrowcfgs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPGROW'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual net growing-stock cubic-foot growth of growing-stock  trees on forest land. The net change in cubic-foot volume per year for growing-stock trees that were on forest land (for remeasured plots, (V2 - V1)/(t2 - t1); where 1 and 2 denote the past and current measurement, respectively, V is volume, t indicates date of measurement, and t2 - t1 = the number of years between measurements). Because this value is net growth, it may be a negative number. Negative growth values are usually due to mortality (V2 = 0) but can also occur on live trees that have a net loss in volume because of damage, rot, broken top, or other causes.<br>Growing-stock:  All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, and Washington inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones,  such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398979000440",29,"Average annual net growth of growing-stock trees (at least 5 inches d.b.h.), in cubic feet, on timberland","Y","EXPGROW","t.tpagrow_unadj*t.growcfgs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPGROW'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual net growing-stock cubic-foot growth of growing-stock  trees on timberland. The net change in cubic-foot volume per year for growing-stock trees that were on timberland (for remeasured plots, (V2 - V1)/(t2 - t1); where 1 and 2 denote the past and current measurement, respectively, V is volume, t indicates date of measurement, and t2 - t1 = PLOT.REMPER). Because this value is net growth, it may be a negative number. Negative growth values are usually due to mortality (V2 = 0) but can also occur on live trees that have a net loss in volume because of damage, rot, broken top, or other causes.<br>Growing-stock:  All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, and Washington inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398980000440",31,"Average annual mortality of trees (at least 5 inches d.b.h./d.r.c.), in cubic feet, on forest land","N","EXPMORT","t.tpamort_unadj*fmortcfal* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPMORT'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual cubic-foot mortality from trees that were live and on forest land at the time of the previous inventory and are dead in the current inventory.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2017-01-06,"489998",""
"175315651121573",1629,"Average annual gross growth carbon in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315652121573",1630,"Average annual gross growth carbon in the top and limbs of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315653121573",1631,"Average annual gross growth carbon in the top and limbs of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315654121573",1632,"Average annual gross growth carbon in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315655121573",1633,"Average annual gross growth carbon in the top and limbs of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315656121573",1634,"Average annual gross growth carbon in the top and limbs of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315657121573",1329,"Average annual gross growth biomass in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315658121573",1330,"Average annual gross growth biomass in the top and limbs of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315659121573",1331,"Average annual gross growth biomass in the top and limbs of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315660121573",1332,"Average annual gross growth biomass in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315661121573",1333,"Average annual gross growth biomass in the top and limbs of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315662121573",1334,"Average annual gross growth biomass in the top and limbs of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315663121573",1601,"Average annual gross growth carbon in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315664121573",1602,"Average annual gross growth carbon in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315665121573",1603,"Average annual gross growth carbon in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315666121573",1604,"Average annual gross growth carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315667121573",1319,"Average annual gross growth biomass below ground of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315668121573",1320,"Average annual gross growth biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315669121573",1321,"Average annual gross growth biomass below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315670121573",1322,"Average annual gross growth biomass below ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315671121573",1323,"Average annual gross growth biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315672121573",1605,"Average annual gross growth carbon in the merchantable bole of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315673121573",1606,"Average annual gross growth carbon in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315674121573",1607,"Average annual gross growth carbon in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315675121573",1608,"Average annual gross growth carbon in the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315676121573",1609,"Average annual gross growth carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315677121573",1324,"Average annual gross growth biomass in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315678121573",1325,"Average annual gross growth biomass in the stump of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315679121573",1326,"Average annual gross growth biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315680121573",1327,"Average annual gross growth biomass in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315681121573",1328,"Average annual gross growth biomass in the stump of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315682121573",1610,"Average annual gross growth carbon in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315683121573",1611,"Average annual gross growth carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315684121573",1612,"Average annual gross growth carbon above ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315685121573",1613,"Average annual gross growth carbon above ground of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315686121573",1614,"Average annual gross growth carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315687121573",1615,"Average annual gross growth carbon above ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315688121573",1616,"Average annual gross growth carbon above ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315689121573",1617,"Average annual gross growth carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315690121573",1618,"Average annual gross growth carbon below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315691121573",1619,"Average annual gross growth carbon below ground of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315692121573",1620,"Average annual gross growth carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315693121573",1621,"Average annual gross growth carbon below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315694121573",1622,"Average annual gross growth carbon below ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315695121573",1623,"Average annual gross growth carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315696121573",1624,"Average annual gross growth carbon in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315777121573",2321,"Average annual net change biomass below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315778121573",2322,"Average annual net change biomass below ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315779121573",2323,"Average annual net change biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315780121573",2324,"Average annual net change biomass in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315781121573",2325,"Average annual net change biomass in the stump of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315782121573",2603,"Average annual net change carbon in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315783121573",2604,"Average annual net change carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315784121573",2605,"Average annual net change carbon in the merchantable bole of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315785121573",2606,"Average annual net change carbon in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315786121573",2607,"Average annual net change carbon in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315787121573",2615,"Average annual net change carbon above ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315788121573",2616,"Average annual net change carbon above ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315789121573",2617,"Average annual net change carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315790121573",2618,"Average annual net change carbon below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315791121573",2619,"Average annual net change carbon below ground of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315792121573",2326,"Average annual net change biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315793121573",2327,"Average annual net change biomass in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315794121573",2328,"Average annual net change biomass in the stump of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315795121573",2329,"Average annual net change biomass in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315796121573",2330,"Average annual net change biomass in the top and limbs of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315797121573",2608,"Average annual net change carbon in the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315798121573",2609,"Average annual net change carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315799121573",2610,"Average annual net change carbon in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315800121573",2611,"Average annual net change carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315801121573",2612,"Average annual net change carbon above ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315802121573",2620,"Average annual net change carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315803121573",2621,"Average annual net change carbon below ground of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315804121573",2622,"Average annual net change carbon below ground of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315805121573",2623,"Average annual net change carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
"175315806121573",2624,"Average annual net change carbon in the stump of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-30,"121573","",,"",""
