"LICH_SPPCD","SPP_NAME","YEAREND","YEARSTART","SPP_COMMENTS","CN","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
1228,"Cladonia ochrochlora",,1993,"ACTION 5: ACTION 2: West - 1211 Cladonia coniocraea should be combined into 1228 C. ochrochlora. ACTION 2: East - 1228 C. ochrochlora should be combined into 1211 C. coniocraea. Western US:  In Colorado in 1992-1996, then 2000 data on, and in the West Coast region starting with 1998 data, the name 1228 C. ochrochlora was applied to include both 1211 C. coniocraea and 1228 C. ochrochlora. Eastern US: in 1993-1998 1211 C. coniocraea was applied as the default name; in the East it is the more common taxon. Only very characteristic specimens were labeled 1228 C. ochrochlora. Starting with 1999 data, a broader concept of 1228 C. ochrochlora has been applied; if any podetium of a specimen meets this species' criteria, the specimen is assigned here.","689638000333","",2004-02-10,"999","",2007-05-08,"333"
1240,"Cladonia transcendens",,1993,"ACTION 0. We follow Hammer and treat Cladonia macilenta and C. transcendens as separate species. C. transcendens is yellowish (usnic acid); C. macilenta is not.","689641000333","",2004-04-19,"999","",2009-04-21,"333"
1404,"Collema curtisporum",,1993,"ACTION 0. Collema curtisporum and C. nigrescens can be separated reliably only by observing spores in thin sections; their geographic overlap is minimal. PNW specimens west of the Cascades crest can be assigned to C. nigrescens. PNW specimens east of the Cascades crest, and Idaho and Montana specimens, can be assigned to C. curtisporum. In SW Oregon and extreme N California, their range overlaps.","689642000333","",2004-04-19,"999","",2008-04-11,"333"
1412,"Collema nigrescens",,1993,"ACTION 0. Collema curtisporum and C.  nigrescens can be separated reliably only by observing spores in thin section; their geographic overlap is minimal. PNW specimens west of the Cascades crest can be assigned to C. nigrescens. PNW specimens east of the Cascades crest, and Idaho and Montana specimens, can be assigned to C. curtisporum. In SW Oregon and extreme N California, their range overlaps.","689643000333","",2004-04-19,"999","",2008-04-11,"333"
1600,"Degelia",,1993,"ACTION 1: Exclude for most FIA analysis. Placodioid growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files. ","690503000333","",2007-05-15,"333","",2007-05-16,"333"
1601,"Degelia plumbea",,1993,"ACTION 1: Exclude for most FIA analysis. Placodioid growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files. ","690502000333","",2007-05-15,"333","",2007-05-16,"333"
2650,"Fuscopannaria",,2001,"ACTION 0. The species of this genus were segregated from Pannaria/Parmeliella and are considered squamulose to subcrustose. Crews are trained to collected the entire group (Pannaria, Fuscopannaria, Parmeliella, Protopannaria), and it is included in FIA data/analyses.  There were code and species changes under the genera Fuscopannaria, Pannaria, Parmeliella, and Protopannaria. The years changes were made are uncertain; however, data have been checked and the current coding is fully backward compatible.","690504000333","",2007-05-15,"333","",2008-04-14,"333"
2702,"Flavopunctelia flaventior",,1993,"ACTION 0. Some material is intermediate between Flavopunctelia flaventior and F. soredica in that it has only marginal soralia but also has numerous pseudocyphellae.  Starting with 1998 data, we follow Hale's heavier weighting of pseudocyphellae and class these intermediates with F. flaventior.  For pre-1998 data, species names were assigned with heavier weighting on soralia characteristics.","689644000333","",2004-02-10,"999","",2005-06-15,"333"
2704,"Flavopunctelia soredica",,1993,"ACTION 0. See note under 2702 Flavopunctelia flaventior.  Starting with 1998 data, heavier weighting was placed on pseudocyphellae.  For pre-1998 data, intermediates with crescent-shaped marginal soralia were classed with this taxon, not F. flaventior, as was done starting with 1998 data.","689645000333","",2004-02-10,"999","",,"333"
3000,"Hypocenomyce",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689647000333","",2007-05-04,"333","",,""
3001,"Hypocenomyce anthracophila",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689648000333","",2007-05-04,"333","",,""
3002,"Hypocenomyce castaneocinerea",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689649000333","",2004-02-10,"999","",2004-04-20,"999"
3003,"Hypocenomyce friesii",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689650000333","",2004-02-10,"999","",2004-04-20,"999"
3004,"Hypocenomyce leucococca",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689651000333","",2007-05-04,"333","",,""
3005,"Hypocenomyce praestabilis",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689652000333","",2007-05-04,"333","",,""
3006,"Hypocenomyce scalaris",,1993,"ACTION 1: Exclude for most FIA analysis.Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689653000333","",2004-02-10,"999","",2004-04-20,"999"
3007,"Hypocenomyce sorophora",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689654000333","",2007-05-04,"333","",,""
3008,"Hypocenomyce xanthococca",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689655000333","",2007-05-04,"333","",,""
3218,"Hypotrachyna showmanii",,1993,"ACTION 0. Hypotrachyna showmanii is now considered widely distributed in north/central eastern US with medullary chemistry C+ and KC + pink/red (Lendemer & Harris 2006). Some specimens may have been previously identified as 5103 Parmelinopsis spumosa.","689657000333","",2007-05-04,"333","",,""
3224,"Hypotrachyna afrorevoluta",,2005,"ACTION 0. Hypotrachyna afrorevoluta is reported in the US (Knudsen and Lendemer 2005). Similar to 3218 H. showmanii but is emaculate and has sorediate pustules (Lendemer 2006).","689656000333","",2007-05-04,"333","",,""
3625,"Leptogium lichenoides",,1993,"ACTION 0. In 1994 western data, this taxon is used sensu lato (and may include Leptogium californicum). In all other data, this taxon is used sensu stricto.","689660000333","",2004-02-10,"999","",2004-04-20,"999"
4000,"Melanelia",,1993,"ACTION 0. The segregate genera Melanoelixia and Melanohalea were used for specimens identified to species starting with 2005 data (see Blanco et al. 2004). All specimens too small to identify to species will remain 4000 Melanelia sp.","689661000333","",2007-05-04,"333","",,""
4001,"Melanelia albertana",2005,1993,"ACTION 0. 4001 Melanelia albertana = 4001 Melanelixia albertana. The latter name was used starting with 2005 data.","689662000333","",2007-05-04,"333","",,""
4001,"Melanelixia albertana",,2005,"ACTION 0. 4001 Melanelia albertana = 4001 Melanelixia albertana. The latter name was used starting with 2005 data.","689680000333","",2007-05-04,"333","",,""
4002,"Melanelia elegantula",2005,1993,"ACTION 0. 4002 Melanelia elegantula = 4001 Melanohalea elegantula. The latter name was used starting with 2005 data.","689663000333","",2007-05-04,"333","",,""
4002,"Melanohalea elegantula",,2005,"ACTION 0. 4002 Melanelia elegantula = 4001 Melanohalea elegantula. The latter name was used starting with 2005 data.","689686000333","",2007-05-04,"333","",,""
4003,"Melanelia exasperata",2005,1993,"ACTION 0. 4003 Melanelia exasperata = 4003 Melanohalea exasperata. The latter name was used starting with 2005 data.","689664000333","",2007-05-04,"333","",,""
4003,"Melanohalea exasperata",,2005,"ACTION 0. 4003 Melanelia exasperata = 4003 Melanohalea exasperata. The latter name was used starting with 2005 data.","689687000333","",2007-05-04,"333","",,""
4004,"Melanelia exasperatula",2005,1993,"ACTION 0. 4004 Melanelia exasperatula = 4004 Melanohalea exasperatula. The latter name was used starting with 2005 data.","689665000333","",2007-05-04,"333","",,""
4004,"Melanohalea exasperatula",,2005,"ACTION 0. 4004 Melanelia exasperatula = 4004 Melanohalea exasperatula. The latter name was used starting with 2005 data.","689688000333","",2007-05-04,"333","",,""
4005,"Melanelia fuliginosa",2005,1993,"ACTION 0. 4005 Melanelia fuliginosa = 4005 Melanelixia fuliginosa. The latter name was used starting with 2005 data.","689666000333","",2007-05-04,"333","",,""
4005,"Melanelixia fuliginosa",,2005,"ACTION 0. 4005 Melanelia fuliginosa = 4005 Melanelixia fuliginosa. The latter name was used starting with 2005 data.","689681000333","",2007-05-04,"333","",,""
4006,"Melanelia glabra",2005,1993,"ACTION 0. 4006 Melanelia glabra = 4006 Melanelixia glabra. The latter name was used starting with 2005 data.","689667000333","",2007-05-04,"333","",,""
4006,"Melanelixia glabra",,2005,"ACTION 0. 4006 Melanelia glabra = 4006 Melanelixia glabra. The latter name was used starting with 2005 data.","689682000333","",2007-05-04,"333","",,""
4007,"Melanelia glabroides",2005,1993,"ACTION 0. 4007 Melanelia glabroides = 4006 Melanelixia glabroides. The latter name was used starting with 2005 data.","689668000333","",2007-05-04,"333","",,""
4007,"Melanelixia glabroides",,2005,"ACTION 0. 4007 Melanelia glabroides = 4006 Melanelixia glabroides. The latter name was used starting with 2005 data.","689683000333","",2007-05-04,"333","",,""
4008,"Melanelia halei",2005,1993,"ACTION 0. 4008 Melanelia halei = 4008 Melanohalea halei. The latter name was used starting with 2005 data.","689669000333","",2007-05-04,"333","",,""
4008,"Melanohalea halei",,2005,"ACTION 0. 4008 Melanelia halei = 4008 Melanohalea halei. The latter name was used starting with 2005 data.","689689000333","",2007-05-04,"333","",,""
4009,"Melanelia infumata",2005,1993,"ACTION 0. 4009 Melanelia infumata = 4009 Melanohalea infumata. The latter name was used starting with 2005 data.","689670000333","",2007-05-04,"333","",,""
4009,"Melanohalea infumata",,2005,"ACTION 0. 4009 Melanelia infumata = 4009 Melanohalea infumata. The latter name was used starting with 2005 data.","689690000333","",2007-05-04,"333","",,""
4010,"Melanelia multispora",2005,1993,"ACTION 2:  4010 Melanohalea multispora should be combined into 4017 M. subolivacea. 4010 Melanelia multispora = 4010 Melanohalea multispora. The latter name was used starting with 2005 data. See the latter for additional notes.","689671000333","",2004-02-10,"999","",2005-06-15,"333"
4010,"Melanohalea multispora",,2005,"ACTION 2: 4010 Melanohalea multispora should be combined into 4017 M. subolivacea. 4010 Melanelia multispora = 4010 Melanohalea multispora. The latter name was used starting with 2005 data. Data from 1994-98 normally include 4010 M. multispora with 4017 M. subolivacea. Starting with 1999, if this species is recorded spores have been observed in thin section and this represents a correct name.","689691000333","",2007-05-04,"333","",2008-04-11,"333"
4011,"Melanelia olivacea",2005,1993,"ACTION 0. 4011 Melanelia olivacea = 4011 Melanohalea olivacea. The latter name was used starting with 2005 data.","689672000333","",2007-05-04,"333","",,""
4011,"Melanohalea olivacea",,2005,"ACTION 0. 4011 Melanelia olivacea = 4011 Melanohalea olivacea. The latter name was used starting with 2005 data.","689692000333","",2007-05-04,"333","",,""
4012,"Melanelia olivaceoides",2005,1993,"ACTION 0. 4012 Melanelia olivaceoides = 4012 Melanohalea olivaceoides. The latter name was used starting with 2005 data.","689673000333","",2007-05-04,"333","",,""
4012,"Melanohalea olivaceoides",,2005,"ACTION 0. 4012 Melanelia olivaceoides = 4012 Melanohalea olivaceoides. The latter name was used starting with 2005 data.","689693000333","",2007-05-04,"333","",,""
4013,"Melanelia septentrionalis",2005,1993,"ACTION 0. 4013 Melanelia septentrionalis = 4013 Melanohalea septentrionalis. The latter name was used starting with 2005 data.","689674000333","",2007-05-04,"333","",,""
4013,"Melanohalea septentrionalis",,2005,"ACTION 0. 4013 Melanelia septentrionalis = 4013 Melanohalea septentrionalis. The latter name was used starting with 2005 data.","689694000333","",2007-05-04,"333","",,""
4014,"Melanelia subargentifera",2005,1993,"ACTION 0. 4014 Melanelia subargentifera = 4014 Melanelixia subargentifera. The latter name was used starting with 2005 data.","689675000333","",2007-05-04,"333","",,""
4014,"Melanelixia subargentifera",,2005,"ACTION 0. 4014 Melanelia subargentifera = 4014 Melanelixia subargentifera. The latter name was used starting with 2005 data.","689684000333","",2007-05-04,"333","",,""
4015,"Melanelia subaurifera",2005,1993,"ACTION 0. 4015 Melanelia subaurifera = 4015 Melanelixia subaurifera. The latter name was used starting with 2005 data.","689676000333","",2007-05-04,"333","",,""
4015,"Melanelixia subaurifera",,2005,"ACTION 0. 4015 Melanelia subaurifera = 4015 Melanelixia subaurifera. The latter name was used starting with 2005 data.","689685000333","",2007-05-04,"333","",,""
4016,"Melanelia subelegantula",2005,1993,"ACTION 0. 4016 Melanelia subelegantula = 4016 Melanohalea subelegantula. The latter name was used starting with 2005 data.","689677000333","",2007-05-04,"333","",,""
4016,"Melanohalea subelegantula",,2005,"ACTION 0. 4016 Melanelia subelegantula = 4016 Melanohalea subelegantula. The latter name was used starting with 2005 data.","689695000333","",2007-05-04,"333","",,""
4017,"Melanelia subolivacea",2005,1993,"ACTION 2:  4010 Melanohalea multispora should be combined into 4017 M. subolivacea. 4017 Melanelia subolivacea = 4017 Melanohalea subolivacea. The latter name was used starting with 2005 data. See the latter for additional notes.","689678000333","",2004-02-10,"999","",2004-04-20,"999"
4017,"Melanohalea subolivacea",,2005,"ACTION 2:  4010 Melanohalea multispora should be combined into 4017 M. subolivacea. 4017 Melanelia subolivacea = 4017 Melanohalea subolivacea. The latter name was used starting with 2005 data. Western US: In data from 1994-8 this taxon normally represents a group including 4017 M. subolivacea and 4010 M. multispora, using the name Melanelia subolivacea group.  Also see notes under 4010. In arid habitats small specimens of 4017 M. subolivacea [group] may be difficult to distinguish from small specimens of 1008 Tuckermanella fendleri. Narrower lobes, pale lower surface, uniform color for the latter are the most reliable characters in absence of elevated pycnidia on margins. Follow directions in ?Lichen Specialist Identification Procedures/Isomorphs.?","689696000333","",2007-05-04,"333","",2009-04-21,"333"
4018,"Melanelia trabeculata",2005,1993,"ACTION 0. 4018 Melanelia trabeculata = 4018 Melanohalea trabeculata. The latter name was used starting with 2005 data.","689679000333","",2007-05-04,"333","",,""
4018,"Melanohalea trabeculata",,2005,"ACTION 0. 4018 Melanelia trabeculata = 4018 Melanohalea trabeculata. The latter name was used starting with 2005 data.","689697000333","",2007-05-04,"333","",,""
4551,"Nodobryoria abbreviata",,1995,"ACTION 2: 601 Bryoria abbreviata should be combined into 4551 Nodobryoria abbreviata for all analyses. 601 B. abbreviata = 4551 N. abbreviata.  The latter name, with different numerical code and acronym from the former name, was used starting with 1995 data.  Idaho 1996 data contain both names.","689698000333","",2004-02-10,"999","",2005-06-15,"333"
4552,"Nodobryoria oregana",,1995,"ACTION 2: 615 Bryoria oregana should be combined into 4552 Nodobryoria oregana for all analyses. 615 B. oregana = 4552 N. oregana  The latter name was applied starting 1995 in all western states. Idaho 1996 data contain both names.","689699000333","",2004-02-10,"999","",2005-06-15,"333"
4600,"Normandina",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689700000333","",2007-05-04,"333","",,""
4601,"Normandina pulchella",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files.","689701000333","",2007-05-04,"333","",,""
4700,"Pannaria",,1993,"ACTION 0. This genus is considered foliose to squamulose. Crews are trained to collected the entire group (Pannaria, Fuscopannaria, Parmeliella, Protopannaria), and it is included in FIA data/analyses. There were code and species changes under the genera Fuscopannaria, Pannaria, Parmeliella, and Protopannaria. The years changes were made are uncertain; however, data have been checked and the current coding is fully backward compatible.","690505000333","",2007-05-15,"333","",2008-04-11,"333"
4806,"Parmelia sulcata",,1993,"ACTION 3: For analyzing data from multiple years crossing 2010, 4808 Parmelia barrenoae should be combined into 4806 P. sulcata.  Data recorded before 2010 as 4806 P. sulcata included the species 4808 P. barrenoae. See additional notes under the latter.","2315679000440","",2011-03-09,"440","",,""
4808,"Parmelia barrenoae",,2010,"ACTION 3: For analyzing data from multiple years crossing 2010, 4808 Parmelia barrenoae should be combined into 4806 P. sulcata.  The name P. barrenoae was first applied for 2010 data after being recently found in North America (Hodkinson et al. 2010).  Prior to this, it was identified as 4806 P. sulcata. 4808 P. barrenoae has simple/furcate rhizines and deeply eroded soralia that make the thallus look contorted; 4806 P. sulcata has squarrose rhizines and normal soralia.","2315680000440","",2011-03-09,"440","",,""
4900,"Parmeliella",,1993,"ACTION 0. This genus is considered squamulose and keys with Pannaria. Crews are trained to collected the entire group (Pannaria, Fuscopannaria, Parmeliella, Protopannaria), and it is included in FIA data/analyses. There were code and species changes under the genera Fuscopannaria, Pannaria, Parmeliella, and Protopannaria. The years changes were made are uncertain, however, data have been checked, and the current coding is fully backward compatible. ","690506000333","",2007-05-15,"333","",2007-05-16,"333"
5300,"Parmotrema",,1993,"ACTION 0. Though Canomaculina and Rimelia have been synonymized under Parmotrema (Blanco, et al 2005), we are retaining them at this time.","689704000333","",2007-05-04,"333","",,""
5304,"Canomaculina conferenda",,2002,"ACTION 0. 5304 Parmotrema conferendum = 5304 Canomaculina conferenda. The latter name was used starting with 2002 data.","689613000333","",2004-02-10,"999","",2004-04-20,"999"
5304,"Parmotrema conferendum",2002,1993,"ACTION 0. 5304 Parmotrema conferendum = 5304 Canomaculina conferenda. The latter name was used starting in 2003, for the 2002 data set.","689706000333","",2004-02-10,"999","",2004-04-20,"999"
5322,"Canomaculina neotropica",,2002,"ACTION 0. 5322 Parmotrema neotropicum = 5322 Canomaculina neotropica. The latter name was used starting with 2002 data.","689614000333","",2004-02-10,"999","",2004-04-20,"999"
5322,"Parmotrema neotropicum",2002,1993,"ACTION 0. 5322 Parmotrema neotropicum = 5322 Canomaculina neotropica. The latter name was used starting in 2003, for the 2002 data set.","689707000333","",2004-02-10,"999","",2004-04-20,"999"
5330,"Canomaculina subsumpta",,2002,"ACTION 0. 5330 Parmotrema subsumptum = 5330 Canomaculina subsumpta. The latter name was used starting with 2002 data.","689615000333","",2004-02-10,"999","",2004-04-20,"999"
5330,"Parmotrema subsumptum",2002,1993,"ACTION 0. 5330 Parmotrema subsumptum = 5330 Canomaculina subsumpta. The latter name was used starting in 2003, for the 2002 data set.","689709000333","",2004-02-10,"999","",2004-04-20,"999"
5331,"Canomaculina subtinctoria",,2002,"ACTION 0. 5331 Parmotrema subtinctorium = 5331 Canomaculina subtinctoria. The latter name was used starting with 2002 data.","689616000333","",2004-02-10,"999","",,"999"
5331,"Parmotrema subtinctorium",2002,1993,"ACTION 0. 5331 Parmotrema subtinctorium = 5331 Canomaculina subtinctoria. The latter name was used starting in 2003, for the 2002 data set.","689710000333","",2004-02-10,"999","",2004-04-20,"999"
5337,"Parmotrema subisidiosum",,1994,"ACTION 2: 5337 Parmotrema subisidiosum should be combined into 7106 Rimelia subisidiosa for all analyses. Both codes have been used in the data. 7106 R. subisidiosa is preferred.","689708000333","",2007-05-04,"333","",,""
5338,"Parmoterma cetratum",2005,1994,"ACTION 0. 5338 Parmoterma cetratum = 5338 Parmotrema cetratum. Corrects a spelling error in the genus name.","2315681000440","",2011-03-09,"440","",,""
5338,"Parmotrema cetratum",,2005,"ACTION 0. 5338 Parmoterma cetratum = 5338 Parmotrema cetratum. Corrects a spelling error in the genus name. ACTION 2: 5338 Parmotrema cetratum should be combined into 7101 Rimelia cetrata for all analyses. Both codes have been used in data. 7101 R. cetrata is preferred.","2315682000440","",2011-03-09,"440","",,""
5602,"Phaeophyscia cernohorskyi",,1993,"ACTION 2: 5602 P. cernohorskyi should be combined into 5605 P. hirsuta for all analyses. 5602 Phaeophyscia cernohorskyi has been synonymized with 5605 P. hirsuta, by Esslinger in Nash et al. (2004...Sonoran Desert, v2). The latter name is used for the taxon starting with the 2003 data set.  ","689711000333","",2004-04-19,"999","",2007-05-08,"333"
5605,"Phaeophyscia hirsuta",,1993,"ACTION 2: 5602 P. cernohorskyi should be combined into 5605 P. hirsuta for all analyses. 5602 Phaeophyscia cernohorskyi has been synonomized with 5605 P. hirsuta, by Esslinger in Nash et al. (2004... Sonoran Desert, v2). The latter name is used for the taxon starting with the 2003 data set.   In arid W habitats small specimens of 5605 Phaeophyscia hirsuta, 5611 P. nigricans, 5711 Physcia dubia, and 5801 Physciella chloantha may be morphologically indistinguishable. Follow directions in ?Lichen Specialist Identification Procedures/Isomorphs? to identify two small specimens and assign abundance scores. 5711 Physica dubia has cortex K+ yellow (use filter paper method). 5605 Phaeophyscia hirsuta and 5611 P. nigricans each have paraplectenchymatous lower cortex, while 5801 Physciella chloantha has a prosoplectenchymatous lower cortex. 5605 Phaeophyscia hirsuta usually has a dark lower cortex and 5611 P. nigricans usually has distinctive tiny (one cell wide) cortical hairs on lobe ends ","690507000333","",2007-05-15,"333","",2009-04-21,"333"
5611,"Phaeophyscia nigricans",,1993,"ACTION 0. In arid W habitats small specimens of 5605 Phaeophyscia hirsuta, 5611 Ph. nigricans, 5711 Physcia dubia, and 5801 Physciella chloantha may be morphologically indistinguishable. Follow directions in ?Lichen Specialist Identification Procedures/Isomorphs? to identify two small specimens and assign abundance scores.  5711 Physica dubia has cortex K+ yellow (use filter paper method). 5605 Phaeophyscia hirsuta and 5611 P. nigricans each have paraplectenchymatous lower cortex, while 5801 Physciella chloantha has a prosoplectenchymatous lower cortex. 5605 Phaeophyscia hirsuta usually has a dark lower cortex and 5611 P. nigricans usually has distinctive tiny (one cell wide) cortical hairs on lobe ends.","874507000333","",2009-04-21,"333","",,""
5616,"Phaeophyscia endococcina",,2005,"ACTION 6: ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 2005, 5616 Phaeophyscia endococcina should be combined into 5618 Phaeophyscia endococcinodes. ACTION 4: West - for data analysis pre-2005, 5616 Phaeophyscia endococcina should be combined into 5618 Phaeophyscia endococcinodes. ACTION 0:  East. This species is considered exceedingly rare in North America. Esslinger considers this a different species from 5616 Phaeophyscia endococcinodes in Nash et al. (2004. Sonoran Desert, v2), though Moberg considers it a synonym. At this point the two species should be treated separately. ","689712000333","",2007-05-04,"333","",2009-04-21,"333"
5618,"Phaeophyscia endococcinodes",,2005,"ACTION 6: ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 2005, 5616 Phaeophyscia endococcina should be combined into 5618 Phaeophyscia endococcinodes. ACTION 4: West - for data analysis pre-2005, 5616 Phaeophyscia endococcina should be combined into 5618 Phaeophyscia endococcinodes. ACTION 0: East. This species is considered exceedingly rare in North America. Esslinger considers this a different species from 5616 Phaeophyscia endococcina in Nash et al. (2004? Sonoran Desert, v2), though Moberg considers it a synonym. At this point the two species should be treated separately.","689713000333","",2007-05-04,"333","",2008-04-11,"333"
5702,"Physcia aipolia",,1993,"ACTION 0. Physcia aipolia and P. stellaris were distinguished solely on the K reaction of the medulla; other characters are not reliably correlated with the K reaction.","689715000333","",2004-02-10,"999","",2004-04-20,"999"
5705,"Physcia biziana",,1993,"ACTION 0. Physcia biziana intergrades with P. stellaris, both having K- medulla. Moderately pruinose specimens with short, rounded, scalloped lobes were named P. biziana; moderately pruinose specimens with narrower lobes of P. aipolia type were named P. stellaris. Specimens with little or no pruinosity were named P. stellaris regardless of lobe size.","689716000333","",2004-02-10,"999","",2004-04-20,"999"
5711,"Physcia dubia",,1993,"ACTION 0. For UT and NV in 1999, reports of 5711 Physcia dubia were judged by T. Esslinger (1999) to be intermediate between P. dimidiata and P. dubia. Because the mean elevational distribution of this ""species"" was >1000 ft different than of P. dimidiata, we have retained the name pending further study and do not recommend blanket combining of the two species.   In arid W habitats small specimens of 5605 Phaeophyscia hirsuta, 5611 P. nigricans, 5711 Physcia dubia, and 5801 Physciella chloantha may be morphologically indistinguishable. Follow directions in ?Lichen Specialist Identification Procedures/Isomorphs? to identify two small specimens and assign abundance scores.  5711 Physica dubia has cortex K+ yellow (use filter paper method). 5605 Phaeophyscia hirsuta and 5611 P. nigricans each have paraplectenchymatous lower cortex, while 5801 Physciella chloantha has a prosoplectenchymatous lower cortex. 5605 Phaeophyscia hirsuta usually has a dark lower cortex and 5611 P. nigricans usually has distinctive tiny (one cell wide) cortical hairs on lobe ends","690508000333","",2007-05-15,"333","",2009-04-21,"333"
5721,"Physcia leptalea",,2003,"ACTION 0. 5721 Physcia semipinnata = 5721 P. leptalea The latter was used starting with 2003 data.","689719000333","",2007-05-04,"333","",,""
5721,"Physcia semipinnata",2003,1993,"ACTION 0. 5721 Physcia semipinnata = 5721 P. leptalea The latter was used starting with 2003 data.","689720000333","",2007-05-04,"333","",,""
5723,"Physcia stellaris",,1993,"ACTION 0. Physcia aipolia and P. stellaris were distinguished solely on the K reaction of the medulla; other characters are not reliably correlated with the K reaction. P. biziana intergrades with P. stellaris, both having K- medulla. Moderately pruinose specimens with short, rounded, scalloped lobes were named P. biziana; moderately pruinose specimens with narrower lobes of P. aipolia type were named P. stellaris. Specimens with little or no pruinosity were named P. stellaris regardless of lobe size.","689721000333","",2004-02-10,"999","",2004-04-20,"999"
5801,"Physciella chloantha",,1993,"ACTION 0. In arid W habitats small specimens of 5605 Phaeophyscia hirsuta, 5611 P. nigricans, 5711 Physcia dubia, and 5801 Physciella chloantha may be morphologically indistinguishable. Follow directions in ?Lichen Specialist Identification Procedures/Isomorphs? to identify two small specimens and assign abundance scores.  5711 Physica dubia has cortex K+ yellow (use filter paper method). 5605 Phaeophyscia hirsuta and 5611 P. nigricans each have paraplectenchymatous lower cortex, while 5801 Physciella chloantha has a prosoplectenchymatous lower cortex. 5605 Phaeophyscia hirsuta usually has a dark lower cortex and 5611 P. nigricans usually has distinctive tiny (one cell wide) cortical hairs on lobe ends.","690509000333","",2007-05-15,"333","",2009-04-21,"333"
5901,"Physconia detersa",,1993,"ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 1998, 5907 Physconia isidiigera, 5906 P. perisidiosa, and 5911 P. leucoleiptes should be combined into 5901 P. detersa. ACTION 0: East. Western US: Where 5901 P. detersa occurs in data prior to 1998 data, it represents a composite including one or all of these taxa: 5907 P. isidiigera, 5911 P. leucoleiptes and 5906 P. perisidiosa.  From 1998 onward, these taxa were distinguished in all data sets. Eastern US: P. detersa, P. leucoleiptes, and P. perisidiosa are distinguished in all data sets.","689722000333","",2004-02-10,"999","",2004-04-20,"999"
5906,"Physconia perisidiosa",,1998,"ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 1998, 5907 Physconia isidiigera, 5906 P. perisidiosa, and 5911 P. leucoleiptes should be combined into 5901 P. detersa. ACTION 0: East. Western US: This taxonomic name was first applied in 1998 data; it represents a portion of the pre-1998 taxon P. detersa. Eastern US: P. detersa, P. leucoleiptes, and P. perisidiosa are distinguished in all data sets.","689725000333","",2004-02-10,"999","",2005-06-15,"333"
5907,"Physconia isidiigera",,1998,"ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 1998, 5907 Physconia isidiigera, 5906 P. perisidiosa, and 5911 P. leucoleiptes should be combined into 5901 P. detersa. ACTION 0: East. Western US: This taxonomic name was first applied in 1998 data; it represents a portion of the pre-1998 taxon 5901 P. detersa. ","689723000333","",2004-02-10,"999","",2005-06-15,"333"
